,same class,different classes
38_166MP1_0003_matching_graph,2,44
40_232MP1_0003_matching_graph,2,44
42_252MP1_0003_matching_graph,2,44
44_37MP1_0003_matching_graph,2,44
46_78MP1_0003_matching_graph,2,44
48_101MP1_0003_matching_graph,2,44
50_189MP1_0003_matching_graph,2,44
52_224MP1_0003_matching_graph,2,44
54_68MP1_0003_matching_graph,2,44
56_104MP1_0003_matching_graph,2,44
58_166MP1_0003_matching_graph,2,44
59_230MP1_0003_matching_graph,2,44
60_308MP1_0003_matching_graph,2,44
61_42MP1_0003_matching_graph,2,44
62_76MP1_0003_matching_graph,2,44
63_152MP1_0003_matching_graph,2,44
64_232MP1_0003_matching_graph,2,44
0_123MP1_0025_matching_graph,3,42
10_940MP1_0025_matching_graph,3,42
11_878MP1_0025_matching_graph,3,42
12_904MP1_0025_matching_graph,3,42
1_444MP1_0025_matching_graph,3,42
2_464MP1_0025_matching_graph,3,42
3_507MP1_0025_matching_graph,3,42
4_743MP1_0025_matching_graph,3,42
5_797MP1_0025_matching_graph,3,42
6_899MP1_0025_matching_graph,3,42
7_977MP1_0025_matching_graph,3,42
8_886MP1_0025_matching_graph,3,42
9_910MP1_0025_matching_graph,3,42
65_143MP1_0040_matching_graph,3,42
66_340MP1_0040_matching_graph,3,42
67_406MP1_0040_matching_graph,3,42
68_576MP1_0040_matching_graph,3,42
69_698MP1_0040_matching_graph,3,42
70_856MP1_0040_matching_graph,3,42
71_786MP1_0040_matching_graph,3,42
72_877MP1_0040_matching_graph,3,42
73_940MP1_0040_matching_graph,3,42
74_998MP1_0040_matching_graph,3,42
75_968MP1_0040_matching_graph,3,42
76_988MP1_0040_matching_graph,3,42
77_986MP1_0040_matching_graph,3,42
78_1138MP1_0040_matching_graph,3,42
79_1007MP1_0040_matching_graph,3,42
34_199MP1_0042_matching_graph,4,45
35_380MP1_0042_matching_graph,4,45
36_451MP1_0042_matching_graph,4,45
37_609MP1_0042_matching_graph,4,45
39_896MP1_0042_matching_graph,4,45
41_908MP1_0042_matching_graph,4,45
43_1001MP1_0042_matching_graph,4,45
45_1037MP1_0042_matching_graph,4,45
47_1032MP1_0042_matching_graph,4,45
49_1150MP1_0042_matching_graph,4,45
51_1179MP1_0042_matching_graph,4,45
53_1220MP1_0042_matching_graph,4,45
55_1102MP1_0042_matching_graph,4,45
57_1174MP1_0042_matching_graph,4,45
13_118MP1_0046_matching_graph,3,44
14_471MP1_0046_matching_graph,3,44
15_444MP1_0046_matching_graph,3,44
16_556MP1_0046_matching_graph,3,44
17_450MP1_0046_matching_graph,3,44
18_647MP1_0046_matching_graph,3,44
19_655MP1_0046_matching_graph,3,44
20_789MP1_0046_matching_graph,3,44
21_757MP1_0046_matching_graph,3,44
22_897MP1_0046_matching_graph,3,44
23_1132MP1_0046_matching_graph,3,44
24_1000MP1_0046_matching_graph,3,44
25_1083MP1_0046_matching_graph,3,44
26_1112MP1_0046_matching_graph,3,44
27_1191MP1_0046_matching_graph,3,44
28_1206MP1_0046_matching_graph,3,44
29_1091MP1_0046_matching_graph,3,44
30_1095MP1_0046_matching_graph,3,44
31_1225MP1_0046_matching_graph,3,44
32_1225MP1_0046_matching_graph,3,44
33_1111MP1_0046_matching_graph,3,44
