,same class,different classes
40_251AP1_0007_matching_graph,14,36
42_230AP1_0007_matching_graph,14,36
44_145AP1_0007_matching_graph,14,36
46_151AP1_0007_matching_graph,14,36
48_164AP1_0007_matching_graph,14,36
50_182AP1_0007_matching_graph,14,36
52_189AP1_0007_matching_graph,14,36
54_203AP1_0007_matching_graph,14,36
56_215AP1_0007_matching_graph,14,36
58_115AP1_0007_matching_graph,125,40
60_191AP1_0007_matching_graph,125,40
61_255AP1_0007_matching_graph,14,36
63_322AP1_0007_matching_graph,125,40
64_383AP1_0007_matching_graph,125,40
65_291AP1_0007_matching_graph,14,36
66_512AP1_0007_matching_graph,125,40
67_306AP1_0007_matching_graph,14,36
68_314AP1_0007_matching_graph,14,36
70_349AP1_0007_matching_graph,14,36
72_405AP1_0007_matching_graph,14,36
74_545AP1_0007_matching_graph,14,36
78_573AP1_0007_matching_graph,14,36
10_709AP1_0019_matching_graph,127,41
11_715AP1_0019_matching_graph,127,41
12_877AP1_0019_matching_graph,127,41
13_909AP1_0019_matching_graph,127,41
14_705AP1_0019_matching_graph,127,41
15_768AP1_0019_matching_graph,127,41
16_801AP1_0019_matching_graph,127,41
17_910AP1_0019_matching_graph,127,41
18_729AP1_0019_matching_graph,127,41
19_831AP1_0019_matching_graph,127,41
8_113AP1_0019_matching_graph,127,41
9_352AP1_0019_matching_graph,127,41
0_909AP1_0027_matching_graph,144,46
1_1083AP1_0027_matching_graph,144,46
2_1108AP1_0027_matching_graph,144,46
3_889AP1_0027_matching_graph,144,46
4_943AP1_0027_matching_graph,144,46
69_131AP1_0027_matching_graph,142,42
6_87AP1_0027_matching_graph,15,20
71_667AP1_0027_matching_graph,142,42
73_533AP1_0027_matching_graph,142,42
76_1033AP1_0027_matching_graph,142,42
75_268AP1_0030_matching_graph,62,44
77_1114AP1_0030_matching_graph,62,44
38_313AP1_0032_matching_graph,12,37
39_644AP1_0032_matching_graph,12,37
41_575AP1_0032_matching_graph,12,37
43_821AP1_0032_matching_graph,12,37
45_776AP1_0032_matching_graph,12,37
47_829AP1_0032_matching_graph,12,37
49_999AP1_0032_matching_graph,12,37
51_1054AP1_0032_matching_graph,12,37
53_977AP1_0032_matching_graph,12,37
55_1148AP1_0032_matching_graph,12,37
57_1165AP1_0032_matching_graph,12,37
59_1086AP1_0032_matching_graph,12,37
62_1111AP1_0032_matching_graph,12,37
20_58AP1_0037_matching_graph,19,41
21_126AP1_0037_matching_graph,19,41
22_119AP1_0037_matching_graph,19,41
23_574AP1_0037_matching_graph,19,41
24_528AP1_0037_matching_graph,19,41
25_667AP1_0037_matching_graph,19,41
26_875AP1_0037_matching_graph,19,41
27_953AP1_0037_matching_graph,19,41
28_912AP1_0037_matching_graph,19,41
29_941AP1_0037_matching_graph,19,41
30_1105AP1_0037_matching_graph,19,41
31_1209AP1_0037_matching_graph,19,41
32_1056AP1_0037_matching_graph,19,41
33_1124AP1_0037_matching_graph,19,41
34_1141AP1_0037_matching_graph,19,41
35_1157AP1_0037_matching_graph,19,41
36_1215AP1_0037_matching_graph,19,41
37_1072AP1_0037_matching_graph,19,41
5_326AP1_0037_matching_graph,139,46
7_910AP1_0039_matching_graph,148,42
79_121AP1_0043_matching_graph,89,40
