,same class,different classes
56_249IP1_0021_matching_graph,364,45
58_249IP1_0021_matching_graph,364,45
60_309IP1_0021_matching_graph,364,45
62_298IP1_0021_matching_graph,364,45
64_284IP1_0021_matching_graph,364,45
66_348IP1_0021_matching_graph,364,45
68_362IP1_0021_matching_graph,364,45
70_519IP1_0021_matching_graph,364,45
72_563IP1_0021_matching_graph,364,45
74_486IP1_0021_matching_graph,364,45
76_588IP1_0021_matching_graph,364,45
78_650IP1_0021_matching_graph,364,45
0_71IP1_0025_matching_graph,383,45
10_680IP1_0025_matching_graph,383,45
11_542IP1_0025_matching_graph,383,45
12_600IP1_0025_matching_graph,383,45
13_625IP1_0025_matching_graph,383,45
14_614IP1_0025_matching_graph,383,45
15_801IP1_0025_matching_graph,383,45
16_798IP1_0025_matching_graph,383,45
17_764IP1_0025_matching_graph,383,45
18_888IP1_0025_matching_graph,383,45
19_823IP1_0025_matching_graph,383,45
1_62IP1_0025_matching_graph,383,45
20_902IP1_0025_matching_graph,383,45
21_940IP1_0025_matching_graph,383,45
22_881IP1_0025_matching_graph,383,45
23_893IP1_0025_matching_graph,383,45
24_911IP1_0025_matching_graph,383,45
25_943IP1_0025_matching_graph,383,45
26_961IP1_0025_matching_graph,383,45
27_994IP1_0025_matching_graph,383,45
28_1014IP1_0025_matching_graph,383,45
29_1036IP1_0025_matching_graph,383,45
2_106IP1_0025_matching_graph,383,45
30_876IP1_0025_matching_graph,383,45
31_890IP1_0025_matching_graph,383,45
32_910IP1_0025_matching_graph,383,45
33_925IP1_0025_matching_graph,383,45
34_945IP1_0025_matching_graph,383,45
35_960IP1_0025_matching_graph,383,45
36_974IP1_0025_matching_graph,383,45
37_989IP1_0025_matching_graph,383,45
38_1006IP1_0025_matching_graph,383,45
39_1022IP1_0025_matching_graph,383,45
3_116IP1_0025_matching_graph,383,45
40_1044IP1_0025_matching_graph,383,45
41_890IP1_0025_matching_graph,383,45
42_904IP1_0025_matching_graph,383,45
4_96IP1_0025_matching_graph,383,45
5_387IP1_0025_matching_graph,383,45
6_407IP1_0025_matching_graph,383,45
7_399IP1_0025_matching_graph,383,45
8_459IP1_0025_matching_graph,383,45
9_543IP1_0025_matching_graph,383,45
43_188IP1_0040_matching_graph,398,44
44_190IP1_0040_matching_graph,398,44
45_274IP1_0040_matching_graph,398,44
46_244IP1_0040_matching_graph,398,44
47_233IP1_0040_matching_graph,398,44
48_351IP1_0040_matching_graph,398,44
49_560IP1_0040_matching_graph,398,44
50_469IP1_0040_matching_graph,398,44
51_539IP1_0040_matching_graph,398,44
52_687IP1_0040_matching_graph,398,44
53_565IP1_0040_matching_graph,398,44
54_659IP1_0040_matching_graph,398,44
55_689IP1_0040_matching_graph,398,44
57_709IP1_0040_matching_graph,398,44
59_685IP1_0040_matching_graph,398,44
61_717IP1_0040_matching_graph,398,44
63_881IP1_0040_matching_graph,398,44
65_829IP1_0040_matching_graph,398,44
67_803IP1_0040_matching_graph,398,44
69_871IP1_0040_matching_graph,398,44
71_984IP1_0040_matching_graph,398,44
73_882IP1_0040_matching_graph,398,44
75_945IP1_0040_matching_graph,398,44
77_1004IP1_0040_matching_graph,398,44
79_1021IP1_0040_matching_graph,398,44
