,same class,different classes
33_281KP1_0009_matching_graph,17,43
34_284KP1_0009_matching_graph,17,43
35_350KP1_0009_matching_graph,17,43
36_414KP1_0009_matching_graph,17,43
37_490KP1_0009_matching_graph,17,43
38_523KP1_0009_matching_graph,17,43
39_587KP1_0009_matching_graph,17,43
40_406KP1_0009_matching_graph,17,43
41_428KP1_0009_matching_graph,17,43
42_644KP1_0009_matching_graph,17,43
43_380KP1_0009_matching_graph,17,43
44_627KP1_0009_matching_graph,17,43
45_469KP1_0009_matching_graph,17,43
13_255KP1_0010_matching_graph,15,38
14_68KP1_0010_matching_graph,15,38
15_200KP1_0010_matching_graph,15,38
16_289KP1_0010_matching_graph,15,38
17_314KP1_0010_matching_graph,15,38
18_518KP1_0010_matching_graph,15,38
19_569KP1_0010_matching_graph,15,38
20_427KP1_0010_matching_graph,15,38
21_447KP1_0010_matching_graph,15,38
22_471KP1_0010_matching_graph,15,38
23_509KP1_0010_matching_graph,15,38
24_590KP1_0010_matching_graph,15,38
25_383KP1_0010_matching_graph,15,38
26_427KP1_0010_matching_graph,15,38
27_615KP1_0010_matching_graph,15,38
28_383KP1_0010_matching_graph,15,38
29_424KP1_0010_matching_graph,15,38
30_453KP1_0010_matching_graph,15,38
31_585KP1_0010_matching_graph,15,38
32_631KP1_0010_matching_graph,15,38
68_205KP1_0020_matching_graph,24,38
69_154KP1_0020_matching_graph,24,38
70_272KP1_0020_matching_graph,24,38
71_220KP1_0020_matching_graph,24,38
72_385KP1_0020_matching_graph,24,38
73_428KP1_0020_matching_graph,24,38
74_556KP1_0020_matching_graph,24,38
75_427KP1_0020_matching_graph,24,38
76_645KP1_0020_matching_graph,24,38
77_741KP1_0020_matching_graph,24,38
78_759KP1_0020_matching_graph,24,38
79_731KP1_0020_matching_graph,24,38
46_116KP1_0027_matching_graph,14,38
47_225KP1_0027_matching_graph,14,38
48_170KP1_0027_matching_graph,14,38
49_631KP1_0027_matching_graph,14,38
50_607KP1_0027_matching_graph,14,38
51_652KP1_0027_matching_graph,14,38
52_669KP1_0027_matching_graph,14,38
53_866KP1_0027_matching_graph,14,38
54_958KP1_0027_matching_graph,14,38
55_810KP1_0027_matching_graph,14,38
56_946KP1_0027_matching_graph,14,38
57_963KP1_0027_matching_graph,14,38
58_994KP1_0027_matching_graph,14,38
59_1000KP1_0027_matching_graph,14,38
60_893KP1_0027_matching_graph,14,38
61_989KP1_0027_matching_graph,14,38
62_998KP1_0027_matching_graph,14,38
63_894KP1_0027_matching_graph,14,38
0_196KP1_0028_matching_graph,20,42
10_946KP1_0028_matching_graph,18,42
11_1173KP1_0028_matching_graph,18,42
12_1027KP1_0028_matching_graph,18,42
1_341KP1_0028_matching_graph,20,42
2_503KP1_0028_matching_graph,20,42
3_905KP1_0028_matching_graph,20,42
4_961KP1_0028_matching_graph,20,42
5_988KP1_0028_matching_graph,20,42
64_256KP1_0028_matching_graph,8,12
65_153KP1_0028_matching_graph,8,12
66_635KP1_0028_matching_graph,8,12
67_741KP1_0028_matching_graph,8,12
6_1153KP1_0028_matching_graph,20,42
7_383KP1_0028_matching_graph,18,42
8_678KP1_0028_matching_graph,18,42
9_816KP1_0028_matching_graph,18,42
