,same class,different classes
0_AP1_0019_AP1_0000_matching_graph,15,34
33_AP1_0030_AP1_0000_matching_graph,1,10
65_AP1_0043_AP1_0000_matching_graph,0,5
34_AP1_0030_AP1_0001_matching_graph,1,10
14_AP1_0007_AP1_0002_matching_graph,4,12
1_AP1_0019_AP1_0002_matching_graph,15,34
35_AP1_0030_AP1_0002_matching_graph,1,10
67_AP1_0043_AP1_0002_matching_graph,0,5
15_AP1_0007_AP1_0003_matching_graph,4,12
2_AP1_0019_AP1_0003_matching_graph,15,34
36_AP1_0030_AP1_0003_matching_graph,1,10
69_AP1_0043_AP1_0003_matching_graph,0,5
37_AP1_0030_AP1_0004_matching_graph,1,10
16_AP1_0007_AP1_0005_matching_graph,4,12
38_AP1_0030_AP1_0005_matching_graph,1,10
71_AP1_0043_AP1_0005_matching_graph,0,5
39_AP1_0030_AP1_0006_matching_graph,1,10
40_AP1_0030_AP1_0007_matching_graph,1,10
17_AP1_0007_AP1_0008_matching_graph,4,12
41_AP1_0030_AP1_0008_matching_graph,1,10
73_AP1_0043_AP1_0008_matching_graph,0,5
18_AP1_0007_AP1_0009_matching_graph,4,12
3_AP1_0019_AP1_0009_matching_graph,15,34
42_AP1_0030_AP1_0009_matching_graph,1,10
75_AP1_0043_AP1_0009_matching_graph,0,5
19_AP1_0007_AP1_0010_matching_graph,4,12
43_AP1_0030_AP1_0010_matching_graph,1,10
77_AP1_0043_AP1_0010_matching_graph,0,5
20_AP1_0007_AP1_0011_matching_graph,4,12
44_AP1_0030_AP1_0011_matching_graph,1,10
45_AP1_0030_AP1_0013_matching_graph,1,10
21_AP1_0007_AP1_0014_matching_graph,4,12
46_AP1_0030_AP1_0014_matching_graph,1,10
4_AP1_0019_AP1_0014_matching_graph,15,34
47_AP1_0030_AP1_0015_matching_graph,1,10
48_AP1_0030_AP1_0016_matching_graph,1,10
22_AP1_0007_AP1_0017_matching_graph,4,12
49_AP1_0030_AP1_0017_matching_graph,1,10
23_AP1_0007_AP1_0018_matching_graph,4,12
50_AP1_0030_AP1_0018_matching_graph,1,10
51_AP1_0030_AP1_0019_matching_graph,1,10
52_AP1_0030_AP1_0020_matching_graph,1,10
24_AP1_0007_AP1_0021_matching_graph,4,12
53_AP1_0030_AP1_0021_matching_graph,1,10
79_AP1_0043_AP1_0021_matching_graph,0,5
54_AP1_0030_AP1_0022_matching_graph,1,10
25_AP1_0007_AP1_0023_matching_graph,4,12
55_AP1_0030_AP1_0023_matching_graph,1,10
5_AP1_0019_AP1_0023_matching_graph,15,34
56_AP1_0030_AP1_0024_matching_graph,1,10
57_AP1_0030_AP1_0025_matching_graph,1,10
26_AP1_0007_AP1_0026_matching_graph,4,12
58_AP1_0030_AP1_0026_matching_graph,1,10
59_AP1_0030_AP1_0027_matching_graph,1,10
60_AP1_0030_AP1_0028_matching_graph,1,10
6_AP1_0019_AP1_0028_matching_graph,15,34
27_AP1_0007_AP1_0029_matching_graph,4,12
61_AP1_0030_AP1_0029_matching_graph,1,10
7_AP1_0019_AP1_0030_matching_graph,15,34
62_AP1_0030_AP1_0031_matching_graph,1,10
63_AP1_0030_AP1_0032_matching_graph,1,10
64_AP1_0030_AP1_0033_matching_graph,1,10
66_AP1_0030_AP1_0034_matching_graph,1,10
68_AP1_0030_AP1_0035_matching_graph,1,10
70_AP1_0030_AP1_0036_matching_graph,1,10
28_AP1_0007_AP1_0037_matching_graph,4,12
72_AP1_0030_AP1_0037_matching_graph,1,10
8_AP1_0019_AP1_0037_matching_graph,15,34
29_AP1_0007_AP1_0038_matching_graph,4,12
74_AP1_0030_AP1_0038_matching_graph,1,10
9_AP1_0019_AP1_0038_matching_graph,15,34
76_AP1_0030_AP1_0039_matching_graph,1,10
10_AP1_0019_AP1_0040_matching_graph,15,34
30_AP1_0007_AP1_0040_matching_graph,4,12
78_AP1_0030_AP1_0040_matching_graph,1,10
11_AP1_0019_AP1_0044_matching_graph,15,34
31_AP1_0007_AP1_0044_matching_graph,4,12
12_AP1_0019_AP1_0045_matching_graph,15,34
13_AP1_0019_AP1_0047_matching_graph,15,34
32_AP1_0007_AP1_0049_matching_graph,4,12
