,same class,different classes
23_51XP1_0000_matching_graph,39,14
24_76XP1_0000_matching_graph,39,14
25_153XP1_0000_matching_graph,39,14
26_271XP1_0000_matching_graph,39,14
27_341XP1_0000_matching_graph,39,14
28_380XP1_0000_matching_graph,39,14
29_39XP1_0000_matching_graph,39,14
30_78XP1_0000_matching_graph,39,14
31_109XP1_0000_matching_graph,39,14
32_189XP1_0000_matching_graph,39,14
33_224XP1_0000_matching_graph,39,14
34_149XP1_0000_matching_graph,39,14
35_308XP1_0000_matching_graph,39,14
36_337XP1_0000_matching_graph,39,14
37_120XP1_0000_matching_graph,39,14
38_159XP1_0000_matching_graph,39,14
39_194XP1_0000_matching_graph,39,14
40_228XP1_0000_matching_graph,39,14
41_268XP1_0000_matching_graph,39,14
42_337XP1_0000_matching_graph,39,14
43_353XP1_0000_matching_graph,39,14
0_564XP1_0008_matching_graph,51,49
10_476XP1_0008_matching_graph,27,17
11_538XP1_0008_matching_graph,27,17
12_336XP1_0008_matching_graph,27,17
13_353XP1_0008_matching_graph,27,17
14_537XP1_0008_matching_graph,27,17
15_360XP1_0008_matching_graph,27,17
16_372XP1_0008_matching_graph,27,17
17_458XP1_0008_matching_graph,27,17
18_486XP1_0008_matching_graph,27,17
19_516XP1_0008_matching_graph,27,17
1_509XP1_0008_matching_graph,51,49
20_542XP1_0008_matching_graph,27,17
21_352XP1_0008_matching_graph,27,17
22_383XP1_0008_matching_graph,27,17
2_407XP1_0008_matching_graph,51,49
3_45XP1_0008_matching_graph,27,17
4_39XP1_0008_matching_graph,27,17
5_273XP1_0008_matching_graph,27,17
6_221XP1_0008_matching_graph,27,17
7_357XP1_0008_matching_graph,27,17
8_374XP1_0008_matching_graph,27,17
9_396XP1_0008_matching_graph,27,17
44_155XP1_0024_matching_graph,41,40
45_296XP1_0024_matching_graph,41,40
46_89XP1_0024_matching_graph,41,40
47_381XP1_0024_matching_graph,41,40
48_375XP1_0024_matching_graph,41,40
49_500XP1_0024_matching_graph,41,40
50_441XP1_0024_matching_graph,41,40
51_724XP1_0024_matching_graph,41,40
52_577XP1_0024_matching_graph,41,40
53_837XP1_0024_matching_graph,41,40
54_800XP1_0024_matching_graph,41,40
55_779XP1_0024_matching_graph,41,40
56_852XP1_0024_matching_graph,41,40
57_948XP1_0024_matching_graph,41,40
58_974XP1_0024_matching_graph,41,40
59_1115XP1_0024_matching_graph,41,40
60_846XP1_0024_matching_graph,41,40
61_866XP1_0024_matching_graph,41,40
62_888XP1_0024_matching_graph,41,40
63_906XP1_0024_matching_graph,41,40
64_951XP1_0024_matching_graph,41,40
65_974XP1_0024_matching_graph,41,40
66_134XP1_0035_matching_graph,39,42
67_253XP1_0035_matching_graph,39,42
68_49XP1_0035_matching_graph,39,42
69_423XP1_0035_matching_graph,39,42
70_389XP1_0035_matching_graph,39,42
71_547XP1_0035_matching_graph,39,42
72_433XP1_0035_matching_graph,39,42
73_711XP1_0035_matching_graph,39,42
74_600XP1_0035_matching_graph,39,42
75_785XP1_0035_matching_graph,39,42
76_791XP1_0035_matching_graph,39,42
77_761XP1_0035_matching_graph,39,42
78_911XP1_0035_matching_graph,39,42
79_1143XP1_0035_matching_graph,39,42
