,same class,different classes
79_114ZP1_0015_matching_graph,6,11
57_45ZP1_0024_matching_graph,4,12
58_178ZP1_0024_matching_graph,4,12
59_254ZP1_0024_matching_graph,4,12
60_328ZP1_0024_matching_graph,4,12
61_56ZP1_0024_matching_graph,4,12
62_96ZP1_0024_matching_graph,4,12
63_330ZP1_0024_matching_graph,4,12
64_422ZP1_0024_matching_graph,4,12
65_407ZP1_0024_matching_graph,4,12
66_374ZP1_0024_matching_graph,4,12
67_491ZP1_0024_matching_graph,4,12
68_433ZP1_0024_matching_graph,4,12
69_555ZP1_0024_matching_graph,4,12
70_661ZP1_0024_matching_graph,4,12
71_743ZP1_0024_matching_graph,4,12
72_556ZP1_0024_matching_graph,4,12
73_594ZP1_0024_matching_graph,4,12
75_805ZP1_0024_matching_graph,4,12
77_791ZP1_0024_matching_graph,4,12
0_157ZP1_0039_matching_graph,8,13
10_851ZP1_0039_matching_graph,8,13
11_822ZP1_0039_matching_graph,8,13
12_768ZP1_0039_matching_graph,8,13
13_982ZP1_0039_matching_graph,8,13
14_876ZP1_0039_matching_graph,8,13
15_912ZP1_0039_matching_graph,8,13
16_957ZP1_0039_matching_graph,8,13
17_976ZP1_0039_matching_graph,8,13
18_990ZP1_0039_matching_graph,8,13
19_1183ZP1_0039_matching_graph,8,13
1_181ZP1_0039_matching_graph,8,13
20_1048ZP1_0039_matching_graph,8,13
21_1093ZP1_0039_matching_graph,8,13
22_1130ZP1_0039_matching_graph,8,13
23_1155ZP1_0039_matching_graph,8,13
24_1178ZP1_0039_matching_graph,8,13
25_1212ZP1_0039_matching_graph,8,13
26_1221ZP1_0039_matching_graph,8,13
27_1101ZP1_0039_matching_graph,8,13
28_1141ZP1_0039_matching_graph,8,13
2_203ZP1_0039_matching_graph,8,13
3_241ZP1_0039_matching_graph,8,13
4_340ZP1_0039_matching_graph,8,13
5_485ZP1_0039_matching_graph,8,13
6_398ZP1_0039_matching_graph,8,13
7_476ZP1_0039_matching_graph,8,13
8_674ZP1_0039_matching_graph,8,13
9_680ZP1_0039_matching_graph,8,13
29_195ZP1_0040_matching_graph,10,28
30_216ZP1_0040_matching_graph,10,28
31_237ZP1_0040_matching_graph,10,28
32_279ZP1_0040_matching_graph,10,28
33_360ZP1_0040_matching_graph,10,28
34_516ZP1_0040_matching_graph,10,28
35_428ZP1_0040_matching_graph,10,28
36_506ZP1_0040_matching_graph,10,28
37_701ZP1_0040_matching_graph,10,28
38_703ZP1_0040_matching_graph,10,28
39_865ZP1_0040_matching_graph,10,28
40_846ZP1_0040_matching_graph,10,28
41_793ZP1_0040_matching_graph,10,28
42_1014ZP1_0040_matching_graph,10,28
43_897ZP1_0040_matching_graph,10,28
44_932ZP1_0040_matching_graph,10,28
45_983ZP1_0040_matching_graph,10,28
46_1010ZP1_0040_matching_graph,10,28
47_1015ZP1_0040_matching_graph,10,28
48_1201ZP1_0040_matching_graph,10,28
49_1080ZP1_0040_matching_graph,10,28
50_1151ZP1_0040_matching_graph,10,28
51_1151ZP1_0040_matching_graph,10,28
52_1175ZP1_0040_matching_graph,10,28
53_1210ZP1_0040_matching_graph,10,28
54_1221ZP1_0040_matching_graph,10,28
55_1224ZP1_0040_matching_graph,10,28
56_1113ZP1_0040_matching_graph,10,28
74_256ZP1_0042_matching_graph,7,12
76_269ZP1_0042_matching_graph,7,12
78_285ZP1_0042_matching_graph,7,12
