,same class,different classes
0_EP1_0041_EP1_0000_matching_graph,1,30
40_EP1_0017_EP1_0000_matching_graph,0,9
57_EP1_0022_EP1_0000_matching_graph,0,6
41_EP1_0017_EP1_0001_matching_graph,0,9
58_EP1_0022_EP1_0001_matching_graph,0,6
11_EP1_0015_EP1_0003_matching_graph,0,7
1_EP1_0041_EP1_0003_matching_graph,1,30
59_EP1_0022_EP1_0003_matching_graph,0,6
42_EP1_0017_EP1_0006_matching_graph,0,9
60_EP1_0022_EP1_0006_matching_graph,0,6
12_EP1_0015_EP1_0012_matching_graph,0,7
2_EP1_0041_EP1_0012_matching_graph,1,30
61_EP1_0022_EP1_0012_matching_graph,0,6
13_EP1_0015_EP1_0013_matching_graph,0,7
43_EP1_0017_EP1_0013_matching_graph,0,9
62_EP1_0022_EP1_0013_matching_graph,0,6
14_EP1_0015_EP1_0014_matching_graph,0,7
26_EP1_0047_EP1_0014_matching_graph,3,28
3_EP1_0041_EP1_0014_matching_graph,1,30
44_EP1_0017_EP1_0014_matching_graph,0,9
63_EP1_0022_EP1_0014_matching_graph,0,6
45_EP1_0017_EP1_0023_matching_graph,0,9
64_EP1_0022_EP1_0023_matching_graph,0,6
15_EP1_0015_EP1_0025_matching_graph,0,7
27_EP1_0047_EP1_0025_matching_graph,3,28
46_EP1_0017_EP1_0025_matching_graph,0,9
4_EP1_0041_EP1_0025_matching_graph,1,30
65_EP1_0022_EP1_0025_matching_graph,0,6
28_EP1_0047_EP1_0026_matching_graph,3,28
47_EP1_0017_EP1_0028_matching_graph,0,9
66_EP1_0022_EP1_0028_matching_graph,0,6
16_EP1_0015_EP1_0029_matching_graph,0,7
29_EP1_0047_EP1_0029_matching_graph,3,28
48_EP1_0017_EP1_0029_matching_graph,0,9
67_EP1_0022_EP1_0029_matching_graph,0,6
30_EP1_0047_EP1_0032_matching_graph,3,28
49_EP1_0017_EP1_0032_matching_graph,0,9
68_EP1_0022_EP1_0032_matching_graph,0,6
17_EP1_0015_EP1_0035_matching_graph,0,7
31_EP1_0047_EP1_0035_matching_graph,3,28
50_EP1_0017_EP1_0035_matching_graph,0,9
69_EP1_0022_EP1_0035_matching_graph,0,6
18_EP1_0015_EP1_0036_matching_graph,0,7
32_EP1_0047_EP1_0036_matching_graph,3,28
70_EP1_0022_EP1_0036_matching_graph,0,6
19_EP1_0015_EP1_0038_matching_graph,0,7
33_EP1_0047_EP1_0038_matching_graph,3,28
51_EP1_0017_EP1_0038_matching_graph,0,9
71_EP1_0022_EP1_0038_matching_graph,0,6
20_EP1_0015_EP1_0039_matching_graph,0,7
34_EP1_0047_EP1_0039_matching_graph,3,28
52_EP1_0017_EP1_0039_matching_graph,0,9
5_EP1_0041_EP1_0039_matching_graph,1,30
72_EP1_0022_EP1_0039_matching_graph,0,6
21_EP1_0015_EP1_0040_matching_graph,0,7
35_EP1_0047_EP1_0040_matching_graph,3,28
53_EP1_0017_EP1_0040_matching_graph,0,9
6_EP1_0041_EP1_0040_matching_graph,1,30
73_EP1_0022_EP1_0040_matching_graph,0,6
54_EP1_0017_EP1_0042_matching_graph,0,9
74_EP1_0022_EP1_0042_matching_graph,0,6
36_EP1_0047_EP1_0043_matching_graph,3,28
55_EP1_0017_EP1_0043_matching_graph,0,9
75_EP1_0022_EP1_0043_matching_graph,0,6
22_EP1_0015_EP1_0044_matching_graph,0,7
37_EP1_0047_EP1_0044_matching_graph,3,28
56_EP1_0017_EP1_0044_matching_graph,0,9
76_EP1_0022_EP1_0044_matching_graph,0,6
7_EP1_0041_EP1_0044_matching_graph,1,30
23_EP1_0015_EP1_0045_matching_graph,0,7
77_EP1_0022_EP1_0045_matching_graph,0,6
8_EP1_0041_EP1_0045_matching_graph,1,30
24_EP1_0015_EP1_0046_matching_graph,0,7
38_EP1_0047_EP1_0046_matching_graph,3,28
78_EP1_0022_EP1_0046_matching_graph,0,6
9_EP1_0041_EP1_0046_matching_graph,1,30
10_EP1_0041_EP1_0048_matching_graph,1,30
25_EP1_0015_EP1_0048_matching_graph,0,7
39_EP1_0047_EP1_0048_matching_graph,3,28
79_EP1_0022_EP1_0048_matching_graph,0,6
