,same class,different classes
28_265NP1_0033_matching_graph,7,35
29_322NP1_0033_matching_graph,7,35
30_616NP1_0033_matching_graph,7,35
31_765NP1_0033_matching_graph,7,35
32_812NP1_0033_matching_graph,7,35
33_254NP1_0033_matching_graph,1,22
34_1006NP1_0033_matching_graph,7,35
35_79NP1_0033_matching_graph,1,22
36_1032NP1_0033_matching_graph,7,35
37_189NP1_0033_matching_graph,1,22
38_1112NP1_0033_matching_graph,7,35
39_334NP1_0033_matching_graph,1,22
40_1087NP1_0033_matching_graph,7,35
41_400NP1_0033_matching_graph,1,22
42_1112NP1_0033_matching_graph,7,35
43_541NP1_0033_matching_graph,1,22
44_1138NP1_0033_matching_graph,7,35
45_498NP1_0033_matching_graph,1,22
46_1162NP1_0033_matching_graph,7,35
47_732NP1_0033_matching_graph,1,22
48_1184NP1_0033_matching_graph,7,35
49_777NP1_0033_matching_graph,1,22
50_916NP1_0033_matching_graph,1,22
51_852NP1_0033_matching_graph,1,22
52_925NP1_0033_matching_graph,1,22
53_1017NP1_0033_matching_graph,1,22
54_1114NP1_0033_matching_graph,1,22
55_1079NP1_0033_matching_graph,1,22
56_1023NP1_0033_matching_graph,1,22
57_1017NP1_0033_matching_graph,1,22
58_1061NP1_0033_matching_graph,1,22
59_1201NP1_0033_matching_graph,1,22
60_1003NP1_0033_matching_graph,1,22
61_1025NP1_0033_matching_graph,1,22
62_1045NP1_0033_matching_graph,1,22
63_1095NP1_0033_matching_graph,1,22
0_213NP1_0038_matching_graph,6,36
10_892NP1_0038_matching_graph,6,36
11_958NP1_0038_matching_graph,6,36
12_964NP1_0038_matching_graph,6,36
13_961NP1_0038_matching_graph,6,36
14_942NP1_0038_matching_graph,6,36
15_1144NP1_0038_matching_graph,6,36
16_1087NP1_0038_matching_graph,6,36
17_1176NP1_0038_matching_graph,6,36
18_1217NP1_0038_matching_graph,6,36
19_1225NP1_0038_matching_graph,6,36
1_116NP1_0038_matching_graph,6,36
20_1138NP1_0038_matching_graph,6,36
21_189NP1_0038_matching_graph,44,47
22_517NP1_0038_matching_graph,44,47
23_659NP1_0038_matching_graph,44,47
24_500NP1_0038_matching_graph,44,47
25_1205NP1_0038_matching_graph,44,47
26_1185NP1_0038_matching_graph,44,47
27_1117NP1_0038_matching_graph,44,47
2_226NP1_0038_matching_graph,6,36
3_195NP1_0038_matching_graph,6,36
4_312NP1_0038_matching_graph,6,36
5_427NP1_0038_matching_graph,6,36
6_613NP1_0038_matching_graph,6,36
7_607NP1_0038_matching_graph,6,36
8_669NP1_0038_matching_graph,6,36
9_674NP1_0038_matching_graph,6,36
64_301NP1_0044_matching_graph,49,45
65_345NP1_0044_matching_graph,49,45
66_659NP1_0044_matching_graph,49,45
67_638NP1_0044_matching_graph,49,45
68_790NP1_0044_matching_graph,49,45
69_816NP1_0044_matching_graph,49,45
70_1064NP1_0044_matching_graph,49,45
71_1121NP1_0044_matching_graph,49,45
72_1138NP1_0044_matching_graph,49,45
73_1213NP1_0044_matching_graph,49,45
74_1215NP1_0044_matching_graph,49,45
75_94NP1_0044_matching_graph,6,32
76_355NP1_0044_matching_graph,6,32
77_363NP1_0044_matching_graph,6,32
78_413NP1_0044_matching_graph,6,32
79_545NP1_0044_matching_graph,6,32
