,same class,different classes
10_94ZP1_0001_matching_graph,215,49
12_123ZP1_0001_matching_graph,215,49
14_99ZP1_0001_matching_graph,215,49
16_24ZP1_0001_matching_graph,215,49
18_59ZP1_0001_matching_graph,215,49
20_80ZP1_0001_matching_graph,215,49
22_130ZP1_0001_matching_graph,215,49
8_240ZP1_0001_matching_graph,215,49
76_99ZP1_0007_matching_graph,288,49
78_343ZP1_0007_matching_graph,288,49
29_83ZP1_0008_matching_graph,216,47
30_252ZP1_0008_matching_graph,216,47
31_337ZP1_0008_matching_graph,216,47
32_438ZP1_0008_matching_graph,216,47
33_485ZP1_0008_matching_graph,216,47
34_532ZP1_0008_matching_graph,216,47
35_327ZP1_0008_matching_graph,216,47
36_502ZP1_0008_matching_graph,216,47
37_418ZP1_0008_matching_graph,216,47
38_478ZP1_0008_matching_graph,216,47
39_382ZP1_0008_matching_graph,216,47
40_400ZP1_0008_matching_graph,216,47
41_109ZP1_0009_matching_graph,201,46
42_276ZP1_0009_matching_graph,201,46
43_280ZP1_0009_matching_graph,201,46
44_337ZP1_0009_matching_graph,201,46
45_352ZP1_0009_matching_graph,201,46
46_387ZP1_0009_matching_graph,201,46
47_407ZP1_0009_matching_graph,201,46
48_456ZP1_0009_matching_graph,201,46
49_516ZP1_0009_matching_graph,201,46
50_360ZP1_0009_matching_graph,201,46
51_533ZP1_0009_matching_graph,201,46
54_338ZP1_0010_matching_graph,227,49
55_537ZP1_0010_matching_graph,227,49
56_472ZP1_0010_matching_graph,227,49
57_493ZP1_0010_matching_graph,227,49
58_124ZP1_0013_matching_graph,215,48
59_276ZP1_0013_matching_graph,215,48
60_114ZP1_0013_matching_graph,215,48
61_369ZP1_0013_matching_graph,215,48
62_537ZP1_0013_matching_graph,215,48
63_465ZP1_0013_matching_graph,215,48
64_489ZP1_0013_matching_graph,215,48
65_514ZP1_0013_matching_graph,215,48
67_587ZP1_0013_matching_graph,215,48
68_684ZP1_0013_matching_graph,215,48
69_496ZP1_0013_matching_graph,215,48
70_653ZP1_0013_matching_graph,215,48
71_672ZP1_0013_matching_graph,215,48
73_729ZP1_0013_matching_graph,215,48
75_489ZP1_0013_matching_graph,215,48
72_663ZP1_0014_matching_graph,239,32
74_623ZP1_0014_matching_graph,239,32
11_982ZP1_0028_matching_graph,204,48
13_1031ZP1_0028_matching_graph,204,48
15_1058ZP1_0028_matching_graph,204,48
17_967ZP1_0028_matching_graph,204,48
19_993ZP1_0028_matching_graph,204,48
21_1053ZP1_0028_matching_graph,204,48
23_1072ZP1_0028_matching_graph,204,48
24_963ZP1_0028_matching_graph,204,48
2_43ZP1_0028_matching_graph,204,48
3_212ZP1_0028_matching_graph,204,48
4_315ZP1_0028_matching_graph,204,48
5_502ZP1_0028_matching_graph,204,48
6_588ZP1_0028_matching_graph,204,48
7_676ZP1_0028_matching_graph,204,48
9_650ZP1_0028_matching_graph,204,48
77_80ZP1_0033_matching_graph,226,49
79_169ZP1_0033_matching_graph,226,49
0_693ZP1_0039_matching_graph,192,48
1_993ZP1_0039_matching_graph,192,48
52_855ZP1_0039_matching_graph,250,32
53_1085ZP1_0039_matching_graph,250,32
66_1176ZP1_0039_matching_graph,289,49
25_152ZP1_0048_matching_graph,296,49
26_1039ZP1_0048_matching_graph,296,49
27_1222ZP1_0048_matching_graph,296,49
28_1206ZP1_0048_matching_graph,296,49
