,same class,different classes
40_27YP1_0009_matching_graph,252,49
42_471YP1_0009_matching_graph,252,49
44_330YP1_0009_matching_graph,252,49
46_406YP1_0009_matching_graph,252,49
48_478YP1_0009_matching_graph,252,49
50_495YP1_0009_matching_graph,252,49
52_515YP1_0009_matching_graph,252,49
54_351YP1_0009_matching_graph,252,49
56_425YP1_0009_matching_graph,252,49
58_521YP1_0009_matching_graph,252,49
60_543YP1_0009_matching_graph,252,49
63_442YP1_0009_matching_graph,252,49
0_26YP1_0012_matching_graph,181,47
10_472YP1_0012_matching_graph,181,47
11_579YP1_0012_matching_graph,181,47
12_646YP1_0012_matching_graph,181,47
13_504YP1_0012_matching_graph,181,47
14_648YP1_0012_matching_graph,181,47
1_421YP1_0012_matching_graph,181,47
2_472YP1_0012_matching_graph,181,47
3_575YP1_0012_matching_graph,181,47
4_451YP1_0012_matching_graph,181,47
5_488YP1_0012_matching_graph,181,47
6_507YP1_0012_matching_graph,181,47
7_566YP1_0012_matching_graph,181,47
8_588YP1_0012_matching_graph,181,47
9_612YP1_0012_matching_graph,181,47
65_206YP1_0019_matching_graph,167,45
67_438YP1_0019_matching_graph,167,45
69_451YP1_0019_matching_graph,167,45
71_564YP1_0019_matching_graph,167,45
73_634YP1_0019_matching_graph,167,45
75_700YP1_0019_matching_graph,167,45
77_712YP1_0019_matching_graph,167,45
79_739YP1_0019_matching_graph,167,45
41_378YP1_0033_matching_graph,170,48
43_490YP1_0033_matching_graph,170,48
45_744YP1_0033_matching_graph,170,48
47_722YP1_0033_matching_graph,170,48
49_797YP1_0033_matching_graph,170,48
51_978YP1_0033_matching_graph,170,48
53_869YP1_0033_matching_graph,170,48
55_978YP1_0033_matching_graph,170,48
57_1178YP1_0033_matching_graph,170,48
59_1219YP1_0033_matching_graph,170,48
62_1100YP1_0033_matching_graph,170,48
61_184YP1_0036_matching_graph,153,48
64_195YP1_0036_matching_graph,153,48
66_454YP1_0036_matching_graph,153,48
68_858YP1_0036_matching_graph,153,48
70_813YP1_0036_matching_graph,153,48
72_1075YP1_0036_matching_graph,153,48
74_1129YP1_0036_matching_graph,153,48
76_1196YP1_0036_matching_graph,153,48
78_1210YP1_0036_matching_graph,153,48
15_60YP1_0040_matching_graph,172,47
16_429YP1_0040_matching_graph,172,47
17_648YP1_0040_matching_graph,172,47
18_640YP1_0040_matching_graph,172,47
19_685YP1_0040_matching_graph,172,47
20_661YP1_0040_matching_graph,172,47
21_727YP1_0040_matching_graph,172,47
22_914YP1_0040_matching_graph,172,47
23_845YP1_0040_matching_graph,172,47
24_1033YP1_0040_matching_graph,172,47
25_1141YP1_0040_matching_graph,172,47
26_1084YP1_0040_matching_graph,172,47
27_1149YP1_0040_matching_graph,172,47
28_1170YP1_0040_matching_graph,172,47
29_1203YP1_0040_matching_graph,172,47
30_1221YP1_0040_matching_graph,172,47
31_1224YP1_0040_matching_graph,172,47
32_1225YP1_0040_matching_graph,172,47
33_764YP1_0048_matching_graph,164,45
34_657YP1_0048_matching_graph,164,45
35_1100YP1_0048_matching_graph,164,45
36_1105YP1_0048_matching_graph,164,45
37_1225YP1_0048_matching_graph,164,45
38_1180YP1_0048_matching_graph,164,45
39_1176YP1_0048_matching_graph,164,45
