,same class,different classes
19_160IP1_0021_matching_graph,364,45
21_245IP1_0021_matching_graph,364,45
23_298IP1_0021_matching_graph,364,45
25_323IP1_0021_matching_graph,364,45
27_375IP1_0021_matching_graph,364,45
29_565IP1_0021_matching_graph,364,45
31_614IP1_0021_matching_graph,364,45
33_477IP1_0021_matching_graph,364,45
35_589IP1_0021_matching_graph,364,45
37_716IP1_0021_matching_graph,364,45
39_758IP1_0021_matching_graph,364,45
40_750IP1_0021_matching_graph,364,45
41_733IP1_0021_matching_graph,364,45
42_829IP1_0021_matching_graph,364,45
43_878IP1_0021_matching_graph,364,45
44_903IP1_0021_matching_graph,364,45
45_717IP1_0021_matching_graph,364,45
46_762IP1_0021_matching_graph,364,45
47_788IP1_0021_matching_graph,364,45
48_881IP1_0021_matching_graph,364,45
49_918IP1_0021_matching_graph,364,45
50_726IP1_0021_matching_graph,364,45
51_755IP1_0021_matching_graph,364,45
52_829IP1_0021_matching_graph,364,45
53_911IP1_0021_matching_graph,364,45
54_932IP1_0021_matching_graph,364,45
0_73IP1_0025_matching_graph,383,45
10_948IP1_0025_matching_graph,383,45
11_873IP1_0025_matching_graph,383,45
1_64IP1_0025_matching_graph,383,45
2_115IP1_0025_matching_graph,383,45
3_420IP1_0025_matching_graph,383,45
4_570IP1_0025_matching_graph,383,45
5_594IP1_0025_matching_graph,383,45
6_903IP1_0025_matching_graph,383,45
7_885IP1_0025_matching_graph,383,45
8_908IP1_0025_matching_graph,383,45
9_975IP1_0025_matching_graph,383,45
56_266IP1_0031_matching_graph,338,44
58_473IP1_0031_matching_graph,338,44
60_728IP1_0031_matching_graph,338,44
62_746IP1_0031_matching_graph,338,44
64_773IP1_0031_matching_graph,338,44
66_718IP1_0031_matching_graph,338,44
68_788IP1_0031_matching_graph,338,44
70_858IP1_0031_matching_graph,338,44
72_977IP1_0031_matching_graph,338,44
74_1009IP1_0031_matching_graph,338,44
76_1062IP1_0031_matching_graph,338,44
78_1094IP1_0031_matching_graph,338,44
55_70IP1_0037_matching_graph,392,44
57_584IP1_0037_matching_graph,392,44
59_618IP1_0037_matching_graph,392,44
61_680IP1_0037_matching_graph,392,44
63_926IP1_0037_matching_graph,392,44
65_880IP1_0037_matching_graph,392,44
67_789IP1_0037_matching_graph,392,44
69_918IP1_0037_matching_graph,392,44
71_804IP1_0037_matching_graph,392,44
73_1063IP1_0037_matching_graph,392,44
75_1149IP1_0037_matching_graph,392,44
77_1169IP1_0037_matching_graph,392,44
79_1204IP1_0037_matching_graph,392,44
12_145IP1_0040_matching_graph,398,44
13_629IP1_0040_matching_graph,398,44
14_678IP1_0040_matching_graph,398,44
15_762IP1_0040_matching_graph,398,44
16_728IP1_0040_matching_graph,398,44
17_945IP1_0040_matching_graph,398,44
18_867IP1_0040_matching_graph,398,44
20_756IP1_0040_matching_graph,398,44
22_878IP1_0040_matching_graph,398,44
24_948IP1_0040_matching_graph,398,44
26_1121IP1_0040_matching_graph,398,44
28_1086IP1_0040_matching_graph,398,44
30_1169IP1_0040_matching_graph,398,44
32_1186IP1_0040_matching_graph,398,44
34_1178IP1_0040_matching_graph,398,44
36_1210IP1_0040_matching_graph,398,44
38_1217IP1_0040_matching_graph,398,44
