,same class,different classes
19_164MP1_0001_matching_graph,178,15
28_29MP1_0002_matching_graph,324,18
11_97MP1_0003_matching_graph,148,48
12_281MP1_0003_matching_graph,148,48
22_141MP1_0003_matching_graph,12,11
23_316MP1_0003_matching_graph,12,11
24_81MP1_0003_matching_graph,12,11
25_71MP1_0003_matching_graph,12,11
26_169MP1_0003_matching_graph,12,11
27_236MP1_0003_matching_graph,12,11
32_118MP1_0003_matching_graph,159,14
76_272MP1_0004_matching_graph,29,14
55_234MP1_0007_matching_graph,408,46
56_372MP1_0007_matching_graph,408,46
57_422MP1_0007_matching_graph,408,46
59_539MP1_0007_matching_graph,408,46
61_450MP1_0007_matching_graph,408,46
29_525MP1_0011_matching_graph,175,47
30_408MP1_0011_matching_graph,175,47
31_596MP1_0011_matching_graph,175,47
33_121MP1_0013_matching_graph,23,46
34_316MP1_0013_matching_graph,23,46
35_327MP1_0013_matching_graph,23,46
36_608MP1_0013_matching_graph,23,46
37_486MP1_0013_matching_graph,23,46
38_694MP1_0013_matching_graph,23,46
6_646MP1_0013_matching_graph,146,49
10_654MP1_0014_matching_graph,215,48
4_147MP1_0014_matching_graph,215,48
5_151MP1_0014_matching_graph,215,48
7_529MP1_0014_matching_graph,215,48
8_556MP1_0014_matching_graph,215,48
9_618MP1_0014_matching_graph,215,48
71_181MP1_0015_matching_graph,34,45
72_609MP1_0015_matching_graph,34,45
46_909MP1_0021_matching_graph,180,21
20_70MP1_0022_matching_graph,174,50
21_939MP1_0022_matching_graph,174,50
44_891MP1_0023_matching_graph,168,44
68_88MP1_0023_matching_graph,33,42
69_775MP1_0023_matching_graph,33,42
13_871MP1_0025_matching_graph,85,48
47_276MP1_0025_matching_graph,4,21
49_453MP1_0025_matching_graph,4,21
51_764MP1_0025_matching_graph,4,21
52_824MP1_0025_matching_graph,4,21
53_1020MP1_0025_matching_graph,4,21
54_1028MP1_0025_matching_graph,4,21
0_104MP1_0030_matching_graph,153,48
1_844MP1_0030_matching_graph,153,48
2_940MP1_0030_matching_graph,153,48
15_104MP1_0034_matching_graph,145,49
16_282MP1_0034_matching_graph,145,49
17_646MP1_0034_matching_graph,145,49
18_892MP1_0034_matching_graph,145,49
45_1049MP1_0034_matching_graph,210,21
70_909MP1_0034_matching_graph,196,22
40_539MP1_0036_matching_graph,393,45
41_909MP1_0036_matching_graph,393,45
42_1072MP1_0036_matching_graph,393,45
64_1010MP1_0038_matching_graph,245,21
65_1125MP1_0038_matching_graph,245,21
67_1087MP1_0038_matching_graph,245,21
74_330MP1_0040_matching_graph,30,20
75_573MP1_0040_matching_graph,30,20
77_1009MP1_0040_matching_graph,30,20
78_1184MP1_0040_matching_graph,30,20
79_1155MP1_0040_matching_graph,30,20
14_945MP1_0042_matching_graph,24,20
73_38MP1_0042_matching_graph,45,48
3_194MP1_0044_matching_graph,168,48
48_429MP1_0044_matching_graph,161,45
50_1085MP1_0044_matching_graph,161,45
58_75MP1_0044_matching_graph,22,44
60_237MP1_0044_matching_graph,22,44
62_798MP1_0044_matching_graph,22,44
63_1158MP1_0044_matching_graph,22,44
39_1123MP1_0046_matching_graph,169,49
66_462MP1_0047_matching_graph,294,17
43_193MP1_0048_matching_graph,30,46
