,same class,different classes
10_373KP1_0006_matching_graph,198,47
41_242KP1_0006_matching_graph,212,48
42_279KP1_0006_matching_graph,212,48
43_323KP1_0006_matching_graph,212,48
44_386KP1_0006_matching_graph,212,48
45_271KP1_0006_matching_graph,212,48
46_327KP1_0006_matching_graph,212,48
47_369KP1_0006_matching_graph,212,48
48_394KP1_0006_matching_graph,212,48
6_230KP1_0006_matching_graph,198,47
8_289KP1_0006_matching_graph,198,47
11_410KP1_0009_matching_graph,174,48
7_207KP1_0009_matching_graph,174,48
9_352KP1_0009_matching_graph,174,48
3_383KP1_0010_matching_graph,173,47
40_323KP1_0010_matching_graph,167,47
65_393KP1_0012_matching_graph,226,42
66_622KP1_0012_matching_graph,226,42
67_447KP1_0012_matching_graph,226,42
68_428KP1_0012_matching_graph,226,42
69_512KP1_0012_matching_graph,226,42
71_583KP1_0012_matching_graph,226,42
51_150KP1_0013_matching_graph,225,46
52_556KP1_0013_matching_graph,225,46
75_674KP1_0015_matching_graph,219,46
77_545KP1_0015_matching_graph,219,46
78_757KP1_0015_matching_graph,219,46
79_597KP1_0015_matching_graph,219,46
74_723KP1_0016_matching_graph,201,40
76_686KP1_0016_matching_graph,201,40
12_363KP1_0021_matching_graph,179,46
13_556KP1_0021_matching_graph,179,46
15_723KP1_0021_matching_graph,179,46
17_888KP1_0021_matching_graph,179,46
19_1034KP1_0021_matching_graph,179,46
21_803KP1_0021_matching_graph,179,46
23_833KP1_0021_matching_graph,179,46
24_947KP1_0021_matching_graph,179,46
49_623KP1_0027_matching_graph,181,47
50_907KP1_0027_matching_graph,181,47
4_566KP1_0028_matching_graph,171,47
5_952KP1_0028_matching_graph,171,47
14_271KP1_0029_matching_graph,172,47
16_713KP1_0029_matching_graph,172,47
18_970KP1_0029_matching_graph,172,47
20_1102KP1_0029_matching_graph,172,47
22_992KP1_0029_matching_graph,172,47
25_222KP1_0034_matching_graph,169,48
26_334KP1_0034_matching_graph,169,48
27_387KP1_0034_matching_graph,169,48
28_369KP1_0034_matching_graph,169,48
29_459KP1_0034_matching_graph,169,48
30_527KP1_0034_matching_graph,169,48
31_800KP1_0034_matching_graph,169,48
32_809KP1_0034_matching_graph,169,48
33_882KP1_0034_matching_graph,169,48
34_1027KP1_0034_matching_graph,169,48
35_1118KP1_0034_matching_graph,169,48
36_898KP1_0034_matching_graph,169,48
37_1110KP1_0034_matching_graph,169,48
38_984KP1_0034_matching_graph,169,48
39_1040KP1_0034_matching_graph,169,48
53_198KP1_0037_matching_graph,154,43
54_308KP1_0037_matching_graph,154,43
55_545KP1_0037_matching_graph,154,43
56_509KP1_0037_matching_graph,154,43
57_475KP1_0037_matching_graph,154,43
58_1035KP1_0037_matching_graph,154,43
59_938KP1_0037_matching_graph,154,43
60_988KP1_0037_matching_graph,154,43
61_1106KP1_0037_matching_graph,154,43
62_1169KP1_0037_matching_graph,154,43
63_1193KP1_0037_matching_graph,154,43
64_1139KP1_0037_matching_graph,154,43
70_513KP1_0044_matching_graph,206,46
72_1052KP1_0044_matching_graph,206,46
73_1066KP1_0044_matching_graph,206,46
0_229KP1_0049_matching_graph,172,47
1_619KP1_0049_matching_graph,172,47
2_1155KP1_0049_matching_graph,172,47
