,same class,different classes
69_56TP1_0011_matching_graph,329,48
71_321TP1_0011_matching_graph,329,48
73_392TP1_0011_matching_graph,329,48
75_493TP1_0011_matching_graph,329,48
77_521TP1_0011_matching_graph,329,48
79_548TP1_0011_matching_graph,329,48
13_71TP1_0012_matching_graph,319,49
15_281TP1_0012_matching_graph,319,49
17_338TP1_0012_matching_graph,319,49
19_365TP1_0012_matching_graph,319,49
21_408TP1_0012_matching_graph,319,49
23_338TP1_0012_matching_graph,319,49
25_392TP1_0012_matching_graph,319,49
27_655TP1_0012_matching_graph,319,49
29_681TP1_0012_matching_graph,319,49
31_419TP1_0012_matching_graph,319,49
33_486TP1_0012_matching_graph,319,49
35_627TP1_0012_matching_graph,319,49
37_653TP1_0012_matching_graph,319,49
39_499TP1_0012_matching_graph,319,49
41_525TP1_0012_matching_graph,319,49
43_551TP1_0012_matching_graph,319,49
45_604TP1_0012_matching_graph,319,49
47_631TP1_0012_matching_graph,319,49
49_432TP1_0012_matching_graph,319,49
51_491TP1_0012_matching_graph,319,49
53_595TP1_0012_matching_graph,319,49
55_649TP1_0012_matching_graph,319,49
22_227TP1_0018_matching_graph,328,49
24_133TP1_0018_matching_graph,328,49
26_189TP1_0018_matching_graph,328,49
28_218TP1_0018_matching_graph,328,49
30_342TP1_0018_matching_graph,328,49
32_578TP1_0018_matching_graph,328,49
34_431TP1_0018_matching_graph,328,49
36_395TP1_0018_matching_graph,328,49
38_548TP1_0018_matching_graph,328,49
40_711TP1_0018_matching_graph,328,49
42_636TP1_0018_matching_graph,328,49
44_643TP1_0018_matching_graph,328,49
46_715TP1_0018_matching_graph,328,49
48_801TP1_0018_matching_graph,328,49
50_845TP1_0018_matching_graph,328,49
52_677TP1_0018_matching_graph,328,49
54_768TP1_0018_matching_graph,328,49
56_819TP1_0018_matching_graph,328,49
57_842TP1_0018_matching_graph,328,49
58_672TP1_0018_matching_graph,328,49
59_701TP1_0018_matching_graph,328,49
60_751TP1_0018_matching_graph,328,49
61_797TP1_0018_matching_graph,328,49
62_874TP1_0018_matching_graph,328,49
63_902TP1_0018_matching_graph,328,49
64_686TP1_0018_matching_graph,328,49
65_92TP1_0035_matching_graph,325,49
66_341TP1_0035_matching_graph,325,49
67_92TP1_0035_matching_graph,325,49
68_475TP1_0035_matching_graph,325,49
70_553TP1_0035_matching_graph,325,49
72_526TP1_0035_matching_graph,325,49
74_586TP1_0035_matching_graph,325,49
76_843TP1_0035_matching_graph,325,49
78_842TP1_0035_matching_graph,325,49
0_202TP1_0039_matching_graph,324,48
10_985TP1_0039_matching_graph,324,48
11_1008TP1_0039_matching_graph,324,48
12_1194TP1_0039_matching_graph,324,48
14_1211TP1_0039_matching_graph,324,48
16_1218TP1_0039_matching_graph,324,48
18_1222TP1_0039_matching_graph,324,48
1_106TP1_0039_matching_graph,324,48
20_1083TP1_0039_matching_graph,324,48
2_551TP1_0039_matching_graph,324,48
3_631TP1_0039_matching_graph,324,48
4_691TP1_0039_matching_graph,324,48
5_699TP1_0039_matching_graph,324,48
6_701TP1_0039_matching_graph,324,48
7_880TP1_0039_matching_graph,324,48
8_1021TP1_0039_matching_graph,324,48
9_905TP1_0039_matching_graph,324,48
