,same class,different classes
24_60KP1_0000_matching_graph,488,48
25_142KP1_0000_matching_graph,488,48
26_207KP1_0000_matching_graph,488,48
27_25KP1_0000_matching_graph,488,48
28_62KP1_0000_matching_graph,488,48
29_116KP1_0000_matching_graph,488,48
30_146KP1_0000_matching_graph,488,48
31_71KP1_0000_matching_graph,488,48
32_19KP1_0000_matching_graph,488,48
33_61KP1_0000_matching_graph,488,48
34_168KP1_0000_matching_graph,488,48
35_14KP1_0000_matching_graph,488,48
36_21KP1_0000_matching_graph,488,48
42_60KP1_0005_matching_graph,475,48
43_241KP1_0005_matching_graph,475,48
44_324KP1_0005_matching_graph,475,48
45_268KP1_0005_matching_graph,475,48
47_157KP1_0005_matching_graph,475,48
49_251KP1_0005_matching_graph,475,48
51_454KP1_0005_matching_graph,475,48
53_232KP1_0005_matching_graph,475,48
14_339KP1_0006_matching_graph,198,47
16_272KP1_0006_matching_graph,198,47
18_247KP1_0006_matching_graph,198,47
70_421KP1_0006_matching_graph,212,48
75_163KP1_0006_matching_graph,212,48
78_403KP1_0006_matching_graph,212,48
37_263KP1_0009_matching_graph,174,48
38_373KP1_0009_matching_graph,174,48
6_554KP1_0010_matching_graph,173,47
46_581KP1_0013_matching_graph,225,46
57_726KP1_0013_matching_graph,390,19
59_641KP1_0013_matching_graph,390,19
61_537KP1_0013_matching_graph,390,19
66_180KP1_0015_matching_graph,219,46
69_598KP1_0015_matching_graph,219,46
72_796KP1_0015_matching_graph,219,46
77_671KP1_0015_matching_graph,219,46
79_790KP1_0015_matching_graph,219,46
56_643KP1_0016_matching_graph,234,25
15_752KP1_0020_matching_graph,491,48
17_793KP1_0020_matching_graph,491,48
19_748KP1_0020_matching_graph,491,48
21_772KP1_0020_matching_graph,491,48
10_782KP1_0021_matching_graph,179,46
11_864KP1_0021_matching_graph,179,46
12_991KP1_0021_matching_graph,179,46
13_754KP1_0021_matching_graph,179,46
8_348KP1_0021_matching_graph,179,46
9_582KP1_0021_matching_graph,179,46
39_278KP1_0028_matching_graph,506,48
40_557KP1_0028_matching_graph,506,48
41_911KP1_0028_matching_graph,506,48
63_269KP1_0028_matching_graph,483,48
65_695KP1_0028_matching_graph,483,48
68_702KP1_0028_matching_graph,483,48
71_932KP1_0028_matching_graph,483,48
73_980KP1_0028_matching_graph,483,48
76_1156KP1_0028_matching_graph,483,48
7_665KP1_0028_matching_graph,171,47
48_422KP1_0034_matching_graph,169,48
50_536KP1_0034_matching_graph,169,48
52_754KP1_0034_matching_graph,169,48
54_822KP1_0034_matching_graph,169,48
55_822KP1_0034_matching_graph,169,48
58_877KP1_0034_matching_graph,169,48
60_767KP1_0034_matching_graph,169,48
62_898KP1_0034_matching_graph,169,48
64_1116KP1_0034_matching_graph,169,48
67_1144KP1_0034_matching_graph,169,48
74_1024KP1_0034_matching_graph,169,48
20_643KP1_0048_matching_graph,160,23
22_949KP1_0048_matching_graph,160,23
23_933KP1_0048_matching_graph,160,23
0_91KP1_0049_matching_graph,172,47
1_247KP1_0049_matching_graph,172,47
2_651KP1_0049_matching_graph,172,47
3_934KP1_0049_matching_graph,172,47
4_1099KP1_0049_matching_graph,172,47
5_1095KP1_0049_matching_graph,172,47
