,same class,different classes
38_118FP1_0000_matching_graph,51,40
40_148FP1_0000_matching_graph,51,40
42_204FP1_0000_matching_graph,51,40
43_265FP1_0000_matching_graph,51,40
44_21FP1_0000_matching_graph,51,40
45_33FP1_0000_matching_graph,51,40
46_55FP1_0000_matching_graph,51,40
47_76FP1_0000_matching_graph,51,40
48_111FP1_0000_matching_graph,51,40
49_162FP1_0000_matching_graph,51,40
50_213FP1_0000_matching_graph,51,40
51_28FP1_0000_matching_graph,51,40
52_53FP1_0000_matching_graph,51,40
53_69FP1_0000_matching_graph,51,40
54_89FP1_0000_matching_graph,51,40
55_151FP1_0000_matching_graph,51,40
56_221FP1_0000_matching_graph,51,40
57_22FP1_0000_matching_graph,51,40
58_42FP1_0000_matching_graph,51,40
59_79FP1_0000_matching_graph,51,40
60_95FP1_0000_matching_graph,51,40
61_113FP1_0000_matching_graph,51,40
62_158FP1_0000_matching_graph,51,40
63_183FP1_0000_matching_graph,51,40
64_47FP1_0000_matching_graph,51,40
0_148FP1_0005_matching_graph,55,42
10_199FP1_0005_matching_graph,55,42
11_215FP1_0005_matching_graph,55,42
12_228FP1_0005_matching_graph,55,42
13_311FP1_0005_matching_graph,55,42
14_330FP1_0005_matching_graph,55,42
15_221FP1_0005_matching_graph,55,42
16_298FP1_0005_matching_graph,55,42
17_309FP1_0005_matching_graph,55,42
1_27FP1_0005_matching_graph,55,42
2_118FP1_0005_matching_graph,55,42
3_245FP1_0005_matching_graph,55,42
4_260FP1_0005_matching_graph,55,42
5_358FP1_0005_matching_graph,55,42
6_198FP1_0005_matching_graph,55,42
7_217FP1_0005_matching_graph,55,42
8_229FP1_0005_matching_graph,55,42
9_260FP1_0005_matching_graph,55,42
18_213FP1_0021_matching_graph,43,39
19_52FP1_0021_matching_graph,43,39
20_377FP1_0021_matching_graph,43,39
21_362FP1_0021_matching_graph,43,39
22_422FP1_0021_matching_graph,43,39
23_518FP1_0021_matching_graph,43,39
24_679FP1_0021_matching_graph,43,39
25_749FP1_0021_matching_graph,43,39
26_723FP1_0021_matching_graph,43,39
27_874FP1_0021_matching_graph,43,39
28_891FP1_0021_matching_graph,43,39
29_929FP1_0021_matching_graph,43,39
30_766FP1_0021_matching_graph,43,39
31_799FP1_0021_matching_graph,43,39
32_836FP1_0021_matching_graph,43,39
33_854FP1_0021_matching_graph,43,39
34_889FP1_0021_matching_graph,43,39
35_945FP1_0021_matching_graph,43,39
36_853FP1_0021_matching_graph,43,39
37_887FP1_0021_matching_graph,43,39
39_901FP1_0021_matching_graph,43,39
41_912FP1_0021_matching_graph,43,39
65_144FP1_0032_matching_graph,48,41
66_412FP1_0032_matching_graph,48,41
67_583FP1_0032_matching_graph,48,41
68_741FP1_0032_matching_graph,48,41
69_747FP1_0032_matching_graph,48,41
70_747FP1_0032_matching_graph,48,41
71_836FP1_0032_matching_graph,48,41
72_969FP1_0032_matching_graph,48,41
73_1070FP1_0032_matching_graph,48,41
74_1083FP1_0032_matching_graph,48,41
75_1153FP1_0032_matching_graph,48,41
76_1179FP1_0032_matching_graph,48,41
77_1011FP1_0032_matching_graph,48,41
78_1042FP1_0032_matching_graph,48,41
79_1083FP1_0032_matching_graph,48,41
