,same class,different classes
56_16KP1_0000_matching_graph,4,11
58_42KP1_0000_matching_graph,4,11
60_53KP1_0000_matching_graph,4,11
62_77KP1_0000_matching_graph,4,11
64_131KP1_0000_matching_graph,4,11
66_249KP1_0000_matching_graph,4,11
68_16KP1_0000_matching_graph,4,11
70_41KP1_0000_matching_graph,4,11
72_51KP1_0000_matching_graph,4,11
74_82KP1_0000_matching_graph,4,11
76_126KP1_0000_matching_graph,4,11
78_148KP1_0000_matching_graph,4,11
12_383KP1_0009_matching_graph,6,8
13_414KP1_0009_matching_graph,6,8
14_493KP1_0009_matching_graph,6,8
15_526KP1_0009_matching_graph,6,8
16_583KP1_0009_matching_graph,6,8
17_415KP1_0009_matching_graph,6,8
18_614KP1_0009_matching_graph,6,8
34_426KP1_0009_matching_graph,27,38
35_457KP1_0009_matching_graph,27,38
43_180KP1_0020_matching_graph,5,7
45_138KP1_0020_matching_graph,5,7
46_282KP1_0020_matching_graph,5,7
47_374KP1_0020_matching_graph,5,7
48_560KP1_0020_matching_graph,5,7
49_390KP1_0020_matching_graph,5,7
50_571KP1_0020_matching_graph,5,7
51_444KP1_0020_matching_graph,5,7
52_557KP1_0020_matching_graph,5,7
53_651KP1_0020_matching_graph,5,7
54_771KP1_0020_matching_graph,5,7
55_744KP1_0020_matching_graph,5,7
57_688KP1_0020_matching_graph,5,7
59_907KP1_0020_matching_graph,5,7
61_933KP1_0020_matching_graph,5,7
63_723KP1_0020_matching_graph,5,7
65_760KP1_0020_matching_graph,5,7
67_786KP1_0020_matching_graph,5,7
69_872KP1_0020_matching_graph,5,7
71_900KP1_0020_matching_graph,5,7
73_927KP1_0020_matching_graph,5,7
75_947KP1_0020_matching_graph,5,7
77_692KP1_0020_matching_graph,5,7
79_791KP1_0020_matching_graph,5,7
0_290KP1_0028_matching_graph,8,12
10_1110KP1_0028_matching_graph,8,12
11_942KP1_0028_matching_graph,8,12
19_245KP1_0028_matching_graph,3,3
1_112KP1_0028_matching_graph,8,12
20_226KP1_0028_matching_graph,3,3
21_644KP1_0028_matching_graph,3,3
22_595KP1_0028_matching_graph,3,3
23_680KP1_0028_matching_graph,3,3
24_675KP1_0028_matching_graph,3,3
25_913KP1_0028_matching_graph,3,3
26_866KP1_0028_matching_graph,3,3
27_953KP1_0028_matching_graph,3,3
28_1019KP1_0028_matching_graph,3,3
29_1064KP1_0028_matching_graph,3,3
2_261KP1_0028_matching_graph,8,12
30_1052KP1_0028_matching_graph,3,3
31_1083KP1_0028_matching_graph,3,3
32_1122KP1_0028_matching_graph,3,3
33_969KP1_0028_matching_graph,3,3
3_326KP1_0028_matching_graph,8,12
4_521KP1_0028_matching_graph,8,12
5_632KP1_0028_matching_graph,8,12
6_710KP1_0028_matching_graph,8,12
7_1096KP1_0028_matching_graph,8,12
8_1161KP1_0028_matching_graph,8,12
9_908KP1_0028_matching_graph,8,12
36_117KP1_0049_matching_graph,9,33
37_579KP1_0049_matching_graph,9,33
38_882KP1_0049_matching_graph,9,33
39_824KP1_0049_matching_graph,9,33
40_933KP1_0049_matching_graph,9,33
41_1126KP1_0049_matching_graph,9,33
42_1121KP1_0049_matching_graph,9,33
44_1163KP1_0049_matching_graph,9,33
