,same class,different classes
11_105AP1_0007_matching_graph,4,12
12_286AP1_0007_matching_graph,4,12
13_133AP1_0007_matching_graph,4,12
14_195AP1_0007_matching_graph,4,12
15_202AP1_0007_matching_graph,4,12
16_220AP1_0007_matching_graph,4,12
17_259AP1_0007_matching_graph,4,12
18_279AP1_0007_matching_graph,4,12
19_144AP1_0007_matching_graph,4,12
20_146AP1_0007_matching_graph,4,12
21_151AP1_0007_matching_graph,4,12
22_157AP1_0007_matching_graph,4,12
23_164AP1_0007_matching_graph,4,12
24_165AP1_0007_matching_graph,4,12
25_157AP1_0007_matching_graph,4,12
26_174AP1_0007_matching_graph,4,12
27_343AP1_0007_matching_graph,4,12
28_373AP1_0007_matching_graph,4,12
29_390AP1_0007_matching_graph,4,12
30_452AP1_0007_matching_graph,4,12
31_544AP1_0007_matching_graph,4,12
32_348AP1_0007_matching_graph,51,42
35_211AP1_0007_matching_graph,12,12
36_209AP1_0007_matching_graph,12,12
37_517AP1_0007_matching_graph,12,12
0_111AP1_0019_matching_graph,15,34
10_869AP1_0019_matching_graph,15,34
1_200AP1_0019_matching_graph,15,34
2_480AP1_0019_matching_graph,15,34
3_808AP1_0019_matching_graph,15,34
4_958AP1_0019_matching_graph,15,34
5_681AP1_0019_matching_graph,15,34
6_903AP1_0019_matching_graph,15,34
72_432AP1_0019_matching_graph,104,40
7_972AP1_0019_matching_graph,15,34
8_770AP1_0019_matching_graph,15,34
9_801AP1_0019_matching_graph,15,34
38_998AP1_0028_matching_graph,17,19
33_993AP1_0030_matching_graph,12,20
34_1157AP1_0030_matching_graph,12,20
39_315AP1_0032_matching_graph,0,3
40_323AP1_0032_matching_graph,0,3
41_489AP1_0032_matching_graph,0,3
42_591AP1_0032_matching_graph,0,3
43_568AP1_0032_matching_graph,0,3
44_870AP1_0032_matching_graph,0,3
45_915AP1_0032_matching_graph,0,3
46_813AP1_0032_matching_graph,0,3
47_794AP1_0032_matching_graph,0,3
48_1050AP1_0032_matching_graph,0,3
49_1071AP1_0032_matching_graph,0,3
50_1020AP1_0032_matching_graph,0,3
51_1121AP1_0032_matching_graph,0,3
52_1138AP1_0032_matching_graph,0,3
53_1159AP1_0032_matching_graph,0,3
54_1192AP1_0032_matching_graph,0,3
55_1200AP1_0032_matching_graph,0,3
56_1003AP1_0032_matching_graph,0,3
57_1013AP1_0032_matching_graph,0,3
58_1075AP1_0032_matching_graph,0,3
59_1096AP1_0032_matching_graph,0,3
60_1121AP1_0032_matching_graph,0,3
61_318AP1_0043_matching_graph,0,5
62_276AP1_0043_matching_graph,0,5
63_128AP1_0043_matching_graph,0,5
64_300AP1_0043_matching_graph,0,5
65_385AP1_0043_matching_graph,0,5
66_550AP1_0043_matching_graph,0,5
67_505AP1_0043_matching_graph,0,5
68_789AP1_0043_matching_graph,0,5
69_776AP1_0043_matching_graph,0,5
70_1026AP1_0043_matching_graph,0,5
71_1079AP1_0043_matching_graph,0,5
73_1205AP1_0043_matching_graph,0,5
74_1161AP1_0043_matching_graph,0,5
75_1197AP1_0043_matching_graph,0,5
76_1208AP1_0043_matching_graph,0,5
77_1221AP1_0043_matching_graph,0,5
78_281AP1_0049_matching_graph,57,42
79_361AP1_0049_matching_graph,57,42
