,same class,different classes
66_10WP1_0001_matching_graph,0,4
68_97WP1_0001_matching_graph,0,4
70_112WP1_0001_matching_graph,0,4
72_135WP1_0001_matching_graph,0,4
74_154WP1_0001_matching_graph,0,4
76_177WP1_0001_matching_graph,0,4
78_198WP1_0001_matching_graph,0,4
29_32WP1_0021_matching_graph,0,11
30_130WP1_0021_matching_graph,0,11
31_154WP1_0021_matching_graph,0,11
32_298WP1_0021_matching_graph,0,11
33_357WP1_0021_matching_graph,0,11
34_324WP1_0021_matching_graph,0,11
35_548WP1_0021_matching_graph,0,11
36_575WP1_0021_matching_graph,0,11
37_661WP1_0021_matching_graph,0,11
38_747WP1_0021_matching_graph,0,11
39_712WP1_0021_matching_graph,0,11
40_786WP1_0021_matching_graph,0,11
41_761WP1_0021_matching_graph,0,11
42_718WP1_0021_matching_graph,0,11
43_873WP1_0021_matching_graph,0,11
44_759WP1_0021_matching_graph,0,11
45_792WP1_0021_matching_graph,0,11
46_805WP1_0021_matching_graph,0,11
47_723WP1_0021_matching_graph,0,11
48_742WP1_0021_matching_graph,0,11
49_802WP1_0021_matching_graph,0,11
50_822WP1_0021_matching_graph,0,11
51_836WP1_0021_matching_graph,0,11
52_912WP1_0021_matching_graph,0,11
53_742WP1_0021_matching_graph,0,11
54_800WP1_0021_matching_graph,0,11
55_828WP1_0021_matching_graph,0,11
56_915WP1_0021_matching_graph,0,11
57_927WP1_0021_matching_graph,0,11
58_946WP1_0021_matching_graph,0,11
0_125WP1_0037_matching_graph,0,9
10_667WP1_0037_matching_graph,0,9
11_673WP1_0037_matching_graph,0,9
12_913WP1_0037_matching_graph,0,9
13_838WP1_0037_matching_graph,0,9
14_765WP1_0037_matching_graph,0,9
15_838WP1_0037_matching_graph,0,9
16_990WP1_0037_matching_graph,0,9
17_881WP1_0037_matching_graph,0,9
18_980WP1_0037_matching_graph,0,9
19_1113WP1_0037_matching_graph,0,9
1_269WP1_0037_matching_graph,0,9
20_1152WP1_0037_matching_graph,0,9
21_1085WP1_0037_matching_graph,0,9
22_1157WP1_0037_matching_graph,0,9
23_1146WP1_0037_matching_graph,0,9
24_1181WP1_0037_matching_graph,0,9
25_1192WP1_0037_matching_graph,0,9
26_1065WP1_0037_matching_graph,0,9
27_1087WP1_0037_matching_graph,0,9
28_1135WP1_0037_matching_graph,0,9
2_143WP1_0037_matching_graph,0,9
3_251WP1_0037_matching_graph,0,9
4_251WP1_0037_matching_graph,0,9
5_477WP1_0037_matching_graph,0,9
6_471WP1_0037_matching_graph,0,9
7_657WP1_0037_matching_graph,0,9
8_586WP1_0037_matching_graph,0,9
9_635WP1_0037_matching_graph,0,9
59_196WP1_0040_matching_graph,0,12
60_83WP1_0040_matching_graph,0,12
61_200WP1_0040_matching_graph,0,12
62_278WP1_0040_matching_graph,0,12
63_302WP1_0040_matching_graph,0,12
64_324WP1_0040_matching_graph,0,12
65_309WP1_0040_matching_graph,0,12
67_555WP1_0040_matching_graph,0,12
69_650WP1_0040_matching_graph,0,12
71_703WP1_0040_matching_graph,0,12
73_742WP1_0040_matching_graph,0,12
75_749WP1_0040_matching_graph,0,12
77_717WP1_0040_matching_graph,0,12
79_915WP1_0040_matching_graph,0,12
