,same class,different classes
76_285NP1_0022_matching_graph,64,36
78_88NP1_0022_matching_graph,64,36
30_209NP1_0033_matching_graph,1,22
32_120NP1_0033_matching_graph,1,22
34_183NP1_0033_matching_graph,1,22
36_340NP1_0033_matching_graph,1,22
38_373NP1_0033_matching_graph,1,22
40_571NP1_0033_matching_graph,1,22
42_496NP1_0033_matching_graph,1,22
44_714NP1_0033_matching_graph,1,22
46_721NP1_0033_matching_graph,1,22
48_926NP1_0033_matching_graph,1,22
50_868NP1_0033_matching_graph,1,22
52_948NP1_0033_matching_graph,1,22
54_986NP1_0033_matching_graph,1,22
56_1058NP1_0033_matching_graph,1,22
58_1063NP1_0033_matching_graph,1,22
60_1002NP1_0033_matching_graph,1,22
62_1020NP1_0033_matching_graph,1,22
64_1067NP1_0033_matching_graph,1,22
66_1165NP1_0033_matching_graph,1,22
68_1002NP1_0033_matching_graph,1,22
70_1020NP1_0033_matching_graph,1,22
72_1041NP1_0033_matching_graph,1,22
75_1090NP1_0033_matching_graph,1,22
0_253NP1_0038_matching_graph,6,36
10_940NP1_0038_matching_graph,6,36
11_927NP1_0038_matching_graph,6,36
12_958NP1_0038_matching_graph,6,36
13_913NP1_0038_matching_graph,6,36
14_908NP1_0038_matching_graph,6,36
15_1123NP1_0038_matching_graph,6,36
16_1085NP1_0038_matching_graph,6,36
17_1174NP1_0038_matching_graph,6,36
18_1203NP1_0038_matching_graph,6,36
19_1215NP1_0038_matching_graph,6,36
1_140NP1_0038_matching_graph,6,36
20_1221NP1_0038_matching_graph,6,36
21_1148NP1_0038_matching_graph,6,36
22_516NP1_0038_matching_graph,44,47
23_646NP1_0038_matching_graph,44,47
24_489NP1_0038_matching_graph,44,47
26_1193NP1_0038_matching_graph,44,47
28_1177NP1_0038_matching_graph,44,47
29_1130NP1_0038_matching_graph,44,47
2_200NP1_0038_matching_graph,6,36
3_190NP1_0038_matching_graph,6,36
4_292NP1_0038_matching_graph,6,36
5_458NP1_0038_matching_graph,6,36
6_608NP1_0038_matching_graph,6,36
73_879NP1_0038_matching_graph,63,36
7_616NP1_0038_matching_graph,6,36
8_636NP1_0038_matching_graph,6,36
9_735NP1_0038_matching_graph,6,36
25_483NP1_0044_matching_graph,152,49
27_1126NP1_0044_matching_graph,152,49
31_321NP1_0044_matching_graph,49,45
33_356NP1_0044_matching_graph,49,45
35_660NP1_0044_matching_graph,49,45
37_542NP1_0044_matching_graph,49,45
39_709NP1_0044_matching_graph,49,45
41_717NP1_0044_matching_graph,49,45
43_856NP1_0044_matching_graph,49,45
45_1095NP1_0044_matching_graph,49,45
47_1210NP1_0044_matching_graph,49,45
49_1217NP1_0044_matching_graph,49,45
51_92NP1_0044_matching_graph,6,32
53_302NP1_0044_matching_graph,6,32
55_351NP1_0044_matching_graph,6,32
57_415NP1_0044_matching_graph,6,32
59_595NP1_0044_matching_graph,6,32
61_647NP1_0044_matching_graph,6,32
63_719NP1_0044_matching_graph,6,32
65_1094NP1_0044_matching_graph,6,32
67_1078NP1_0044_matching_graph,6,32
69_1032NP1_0044_matching_graph,6,32
71_1010NP1_0044_matching_graph,6,32
74_1140NP1_0044_matching_graph,6,32
77_1178NP1_0044_matching_graph,6,32
79_1110NP1_0044_matching_graph,6,32
