,same class,different classes
58_12LP1_0012_matching_graph,62,37
60_68LP1_0012_matching_graph,62,37
62_284LP1_0012_matching_graph,62,37
64_363LP1_0012_matching_graph,62,37
66_535LP1_0012_matching_graph,62,37
68_415LP1_0012_matching_graph,62,37
70_558LP1_0012_matching_graph,62,37
72_603LP1_0012_matching_graph,62,37
74_625LP1_0012_matching_graph,62,37
76_677LP1_0012_matching_graph,62,37
78_433LP1_0012_matching_graph,62,37
41_150LP1_0020_matching_graph,66,36
42_28LP1_0020_matching_graph,66,36
43_234LP1_0020_matching_graph,66,36
44_338LP1_0020_matching_graph,66,36
45_437LP1_0020_matching_graph,66,36
46_457LP1_0020_matching_graph,66,36
47_709LP1_0020_matching_graph,66,36
48_721LP1_0020_matching_graph,66,36
49_732LP1_0020_matching_graph,66,36
50_716LP1_0020_matching_graph,66,36
51_857LP1_0020_matching_graph,66,36
52_703LP1_0020_matching_graph,66,36
53_746LP1_0020_matching_graph,66,36
54_766LP1_0020_matching_graph,66,36
55_784LP1_0020_matching_graph,66,36
56_799LP1_0020_matching_graph,66,36
57_818LP1_0020_matching_graph,66,36
59_883LP1_0020_matching_graph,66,36
61_901LP1_0020_matching_graph,66,36
63_719LP1_0020_matching_graph,66,36
65_741LP1_0020_matching_graph,66,36
67_780LP1_0020_matching_graph,66,36
69_820LP1_0020_matching_graph,66,36
71_837LP1_0020_matching_graph,66,36
73_887LP1_0020_matching_graph,66,36
75_923LP1_0020_matching_graph,66,36
77_774LP1_0020_matching_graph,66,36
79_796LP1_0020_matching_graph,66,36
0_18LP1_0045_matching_graph,64,36
10_776LP1_0045_matching_graph,64,36
11_781LP1_0045_matching_graph,64,36
12_774LP1_0045_matching_graph,64,36
13_901LP1_0045_matching_graph,64,36
14_923LP1_0045_matching_graph,64,36
15_1058LP1_0045_matching_graph,64,36
16_1108LP1_0045_matching_graph,64,36
17_1101LP1_0045_matching_graph,64,36
18_1098LP1_0045_matching_graph,64,36
19_1032LP1_0045_matching_graph,64,36
1_153LP1_0045_matching_graph,64,36
20_978LP1_0045_matching_graph,64,36
21_1120LP1_0045_matching_graph,64,36
22_1016LP1_0045_matching_graph,64,36
23_1114LP1_0045_matching_graph,64,36
24_1134LP1_0045_matching_graph,64,36
25_1176LP1_0045_matching_graph,64,36
26_1176LP1_0045_matching_graph,64,36
27_1173LP1_0045_matching_graph,64,36
28_1217LP1_0045_matching_graph,64,36
29_1183LP1_0045_matching_graph,64,36
2_316LP1_0045_matching_graph,64,36
30_1185LP1_0045_matching_graph,64,36
31_1209LP1_0045_matching_graph,64,36
32_1213LP1_0045_matching_graph,64,36
33_1216LP1_0045_matching_graph,64,36
34_1218LP1_0045_matching_graph,64,36
35_332LP1_0045_matching_graph,165,47
36_407LP1_0045_matching_graph,165,47
37_411LP1_0045_matching_graph,165,47
38_732LP1_0045_matching_graph,165,47
39_826LP1_0045_matching_graph,165,47
3_410LP1_0045_matching_graph,64,36
40_809LP1_0045_matching_graph,165,47
4_542LP1_0045_matching_graph,64,36
5_434LP1_0045_matching_graph,64,36
6_580LP1_0045_matching_graph,64,36
7_668LP1_0045_matching_graph,64,36
8_755LP1_0045_matching_graph,64,36
9_789LP1_0045_matching_graph,64,36
