,same class,different classes
49_46EP1_0000_matching_graph,501,47
27_257EP1_0003_matching_graph,200,45
57_68EP1_0004_matching_graph,330,47
21_89EP1_0007_matching_graph,59,43
22_215EP1_0007_matching_graph,59,43
23_338EP1_0007_matching_graph,59,43
24_373EP1_0007_matching_graph,59,43
25_355EP1_0007_matching_graph,59,43
35_292EP1_0007_matching_graph,204,43
36_418EP1_0007_matching_graph,204,43
37_377EP1_0007_matching_graph,204,43
38_394EP1_0007_matching_graph,180,47
39_527EP1_0007_matching_graph,180,47
50_362EP1_0008_matching_graph,169,47
52_387EP1_0008_matching_graph,169,47
54_405EP1_0008_matching_graph,169,47
56_433EP1_0008_matching_graph,169,47
61_451EP1_0008_matching_graph,54,41
62_446EP1_0008_matching_graph,54,41
63_378EP1_0008_matching_graph,54,41
60_570EP1_0010_matching_graph,180,45
64_76EP1_0010_matching_graph,54,42
65_299EP1_0010_matching_graph,54,42
66_267EP1_0010_matching_graph,54,42
67_465EP1_0010_matching_graph,54,42
68_530EP1_0010_matching_graph,54,42
69_587EP1_0010_matching_graph,54,42
70_369EP1_0010_matching_graph,54,42
71_415EP1_0010_matching_graph,54,42
72_493EP1_0010_matching_graph,54,42
74_445EP1_0010_matching_graph,54,42
76_426EP1_0010_matching_graph,54,42
78_467EP1_0010_matching_graph,54,42
16_58EP1_0014_matching_graph,57,43
17_451EP1_0014_matching_graph,57,43
18_371EP1_0014_matching_graph,57,43
19_670EP1_0014_matching_graph,57,43
20_562EP1_0014_matching_graph,57,43
33_600EP1_0014_matching_graph,181,44
53_664EP1_0014_matching_graph,178,46
55_689EP1_0014_matching_graph,178,46
0_643EP1_0015_matching_graph,202,46
1_327EP1_0015_matching_graph,58,46
28_432EP1_0015_matching_graph,171,48
2_128EP1_0015_matching_graph,58,46
3_338EP1_0015_matching_graph,58,46
4_588EP1_0015_matching_graph,58,46
5_684EP1_0015_matching_graph,58,46
6_711EP1_0015_matching_graph,58,46
7_555EP1_0015_matching_graph,58,46
8_762EP1_0015_matching_graph,58,46
26_796EP1_0017_matching_graph,483,49
45_198EP1_0017_matching_graph,189,44
46_642EP1_0017_matching_graph,189,44
47_612EP1_0017_matching_graph,189,44
48_762EP1_0017_matching_graph,189,44
51_618EP1_0017_matching_graph,136,48
34_820EP1_0018_matching_graph,480,49
31_330EP1_0022_matching_graph,211,45
29_221EP1_0037_matching_graph,53,43
30_554EP1_0037_matching_graph,53,43
32_563EP1_0037_matching_graph,53,43
59_1083EP1_0037_matching_graph,328,48
10_223EP1_0041_matching_graph,205,46
11_377EP1_0041_matching_graph,205,46
12_762EP1_0041_matching_graph,205,46
13_880EP1_0041_matching_graph,205,46
14_1089EP1_0041_matching_graph,205,46
15_1138EP1_0041_matching_graph,205,46
40_1078EP1_0041_matching_graph,336,48
58_564EP1_0041_matching_graph,485,48
9_509EP1_0041_matching_graph,205,46
73_164EP1_0043_matching_graph,57,41
75_246EP1_0043_matching_graph,57,41
77_301EP1_0043_matching_graph,57,41
79_557EP1_0043_matching_graph,57,41
41_387EP1_0045_matching_graph,169,47
42_873EP1_0045_matching_graph,169,47
43_1195EP1_0045_matching_graph,169,47
44_1206EP1_0045_matching_graph,169,47
