,same class,different classes
10_210XP1_0000_matching_graph,196,50
11_26XP1_0000_matching_graph,196,50
12_35XP1_0000_matching_graph,196,50
13_95XP1_0000_matching_graph,196,50
14_253XP1_0000_matching_graph,196,50
15_12XP1_0000_matching_graph,196,50
16_30XP1_0000_matching_graph,196,50
17_39XP1_0000_matching_graph,196,50
18_57XP1_0000_matching_graph,196,50
19_68XP1_0000_matching_graph,196,50
20_92XP1_0000_matching_graph,196,50
21_168XP1_0000_matching_graph,196,50
22_120XP1_0000_matching_graph,196,50
23_206XP1_0000_matching_graph,196,50
24_42XP1_0000_matching_graph,196,50
32_8XP1_0000_matching_graph,47,48
33_19XP1_0000_matching_graph,47,48
34_73XP1_0000_matching_graph,47,48
35_157XP1_0000_matching_graph,47,48
36_9XP1_0000_matching_graph,47,48
37_73XP1_0000_matching_graph,47,48
38_140XP1_0000_matching_graph,47,48
39_241XP1_0000_matching_graph,47,48
40_7XP1_0000_matching_graph,47,48
41_16XP1_0000_matching_graph,47,48
42_29XP1_0000_matching_graph,47,48
43_37XP1_0000_matching_graph,47,48
44_95XP1_0000_matching_graph,47,48
45_153XP1_0000_matching_graph,47,48
46_66XP1_0000_matching_graph,47,48
47_112XP1_0000_matching_graph,47,48
9_31XP1_0000_matching_graph,196,50
56_92XP1_0001_matching_graph,195,49
57_112XP1_0001_matching_graph,195,49
58_197XP1_0001_matching_graph,195,49
59_34XP1_0001_matching_graph,195,49
60_71XP1_0001_matching_graph,195,49
61_128XP1_0001_matching_graph,195,49
62_199XP1_0001_matching_graph,195,49
63_96XP1_0001_matching_graph,195,49
48_286XP1_0006_matching_graph,175,49
49_332XP1_0006_matching_graph,175,49
50_273XP1_0006_matching_graph,175,49
51_342XP1_0006_matching_graph,175,49
52_402XP1_0006_matching_graph,175,49
53_156XP1_0006_matching_graph,175,49
54_206XP1_0006_matching_graph,175,49
55_401XP1_0006_matching_graph,175,49
0_103XP1_0008_matching_graph,51,49
1_457XP1_0008_matching_graph,51,49
2_402XP1_0008_matching_graph,51,49
3_502XP1_0008_matching_graph,51,49
4_338XP1_0008_matching_graph,51,49
5_355XP1_0008_matching_graph,51,49
64_160XP1_0008_matching_graph,44,45
65_227XP1_0008_matching_graph,44,45
66_323XP1_0008_matching_graph,44,45
67_476XP1_0008_matching_graph,44,45
68_339XP1_0008_matching_graph,44,45
69_363XP1_0008_matching_graph,44,45
6_498XP1_0008_matching_graph,51,49
70_425XP1_0008_matching_graph,44,45
71_448XP1_0008_matching_graph,44,45
73_434XP1_0008_matching_graph,44,45
75_483XP1_0008_matching_graph,44,45
77_347XP1_0008_matching_graph,44,45
79_426XP1_0008_matching_graph,44,45
7_402XP1_0008_matching_graph,51,49
8_487XP1_0008_matching_graph,51,49
25_476XP1_0018_matching_graph,45,49
26_681XP1_0018_matching_graph,45,49
27_856XP1_0018_matching_graph,45,49
28_819XP1_0018_matching_graph,45,49
29_694XP1_0018_matching_graph,45,49
30_905XP1_0018_matching_graph,45,49
31_653XP1_0018_matching_graph,45,49
72_12XP1_0023_matching_graph,212,50
74_71XP1_0023_matching_graph,212,50
76_245XP1_0023_matching_graph,212,50
78_316XP1_0023_matching_graph,212,50
