,same class,different classes
0_196NP1_0033_matching_graph,1,22
10_482NP1_0033_matching_graph,1,22
11_641NP1_0033_matching_graph,1,22
12_543NP1_0033_matching_graph,1,22
13_635NP1_0033_matching_graph,1,22
14_706NP1_0033_matching_graph,1,22
15_759NP1_0033_matching_graph,1,22
16_791NP1_0033_matching_graph,1,22
17_782NP1_0033_matching_graph,1,22
18_750NP1_0033_matching_graph,1,22
19_757NP1_0033_matching_graph,1,22
1_61NP1_0033_matching_graph,1,22
20_840NP1_0033_matching_graph,1,22
21_817NP1_0033_matching_graph,1,22
22_957NP1_0033_matching_graph,1,22
23_897NP1_0033_matching_graph,1,22
24_964NP1_0033_matching_graph,1,22
25_1026NP1_0033_matching_graph,1,22
26_1088NP1_0033_matching_graph,1,22
27_1111NP1_0033_matching_graph,1,22
28_1088NP1_0033_matching_graph,1,22
29_1097NP1_0033_matching_graph,1,22
2_243NP1_0033_matching_graph,1,22
30_1000NP1_0033_matching_graph,1,22
31_1180NP1_0033_matching_graph,1,22
32_1091NP1_0033_matching_graph,1,22
33_980NP1_0033_matching_graph,1,22
34_1008NP1_0033_matching_graph,1,22
35_1035NP1_0033_matching_graph,1,22
36_1062NP1_0033_matching_graph,1,22
37_1084NP1_0033_matching_graph,1,22
38_1110NP1_0033_matching_graph,1,22
39_1134NP1_0033_matching_graph,1,22
3_266NP1_0033_matching_graph,1,22
40_1155NP1_0033_matching_graph,1,22
41_1172NP1_0033_matching_graph,1,22
42_1182NP1_0033_matching_graph,1,22
43_1193NP1_0033_matching_graph,1,22
44_986NP1_0033_matching_graph,1,22
45_1017NP1_0033_matching_graph,1,22
46_1041NP1_0033_matching_graph,1,22
47_1069NP1_0033_matching_graph,1,22
48_1088NP1_0033_matching_graph,1,22
4_342NP1_0033_matching_graph,1,22
5_393NP1_0033_matching_graph,1,22
6_329NP1_0033_matching_graph,1,22
7_384NP1_0033_matching_graph,1,22
8_377NP1_0033_matching_graph,1,22
9_553NP1_0033_matching_graph,1,22
49_70NP1_0038_matching_graph,1,12
50_56NP1_0038_matching_graph,1,12
51_176NP1_0038_matching_graph,1,12
52_196NP1_0038_matching_graph,1,12
53_199NP1_0038_matching_graph,1,12
54_270NP1_0038_matching_graph,1,12
55_484NP1_0038_matching_graph,1,12
56_431NP1_0038_matching_graph,1,12
57_596NP1_0038_matching_graph,1,12
58_534NP1_0038_matching_graph,1,12
59_496NP1_0038_matching_graph,1,12
60_615NP1_0038_matching_graph,1,12
61_661NP1_0038_matching_graph,1,12
62_657NP1_0038_matching_graph,1,12
63_830NP1_0038_matching_graph,1,12
64_802NP1_0038_matching_graph,1,12
65_846NP1_0038_matching_graph,1,12
66_987NP1_0038_matching_graph,1,12
67_904NP1_0038_matching_graph,1,12
68_957NP1_0038_matching_graph,1,12
69_971NP1_0038_matching_graph,1,12
70_948NP1_0038_matching_graph,1,12
71_1127NP1_0038_matching_graph,1,12
72_1069NP1_0038_matching_graph,1,12
73_1191NP1_0038_matching_graph,1,12
74_1085NP1_0038_matching_graph,1,12
75_1181NP1_0038_matching_graph,1,12
76_1007NP1_0038_matching_graph,1,12
77_1077NP1_0038_matching_graph,1,12
78_1108NP1_0038_matching_graph,1,12
79_1127NP1_0038_matching_graph,1,12
