,same class,different classes
10_5XP1_0000_matching_graph,39,14
11_11XP1_0000_matching_graph,39,14
12_27XP1_0000_matching_graph,39,14
13_32XP1_0000_matching_graph,39,14
14_56XP1_0000_matching_graph,39,14
15_140XP1_0000_matching_graph,39,14
16_6XP1_0000_matching_graph,39,14
17_39XP1_0000_matching_graph,39,14
18_90XP1_0000_matching_graph,39,14
19_105XP1_0000_matching_graph,39,14
20_68XP1_0000_matching_graph,39,14
21_95XP1_0000_matching_graph,39,14
22_140XP1_0000_matching_graph,39,14
23_56XP1_0000_matching_graph,39,14
24_122XP1_0000_matching_graph,39,14
25_181XP1_0000_matching_graph,39,14
26_209XP1_0000_matching_graph,39,14
27_29XP1_0000_matching_graph,39,14
9_31XP1_0000_matching_graph,196,50
39_239XP1_0001_matching_graph,195,49
41_71XP1_0001_matching_graph,195,49
43_176XP1_0001_matching_graph,195,49
45_248XP1_0001_matching_graph,195,49
47_88XP1_0001_matching_graph,195,49
0_99XP1_0008_matching_graph,51,49
1_460XP1_0008_matching_graph,51,49
28_34XP1_0008_matching_graph,27,17
29_299XP1_0008_matching_graph,27,17
2_404XP1_0008_matching_graph,51,49
30_270XP1_0008_matching_graph,27,17
31_293XP1_0008_matching_graph,27,17
32_292XP1_0008_matching_graph,27,17
33_288XP1_0008_matching_graph,27,17
34_340XP1_0008_matching_graph,27,17
35_449XP1_0008_matching_graph,27,17
36_330XP1_0008_matching_graph,27,17
37_425XP1_0008_matching_graph,27,17
38_450XP1_0008_matching_graph,27,17
3_515XP1_0008_matching_graph,51,49
40_540XP1_0008_matching_graph,27,17
42_370XP1_0008_matching_graph,27,17
44_390XP1_0008_matching_graph,27,17
46_405XP1_0008_matching_graph,27,17
48_424XP1_0008_matching_graph,27,17
49_442XP1_0008_matching_graph,27,17
4_320XP1_0008_matching_graph,51,49
50_458XP1_0008_matching_graph,27,17
51_477XP1_0008_matching_graph,27,17
52_521XP1_0008_matching_graph,27,17
53_328XP1_0008_matching_graph,27,17
54_375XP1_0008_matching_graph,27,17
55_425XP1_0008_matching_graph,27,17
5_343XP1_0008_matching_graph,51,49
60_311XP1_0008_matching_graph,215,50
6_497XP1_0008_matching_graph,51,49
7_391XP1_0008_matching_graph,51,49
8_457XP1_0008_matching_graph,51,49
56_111XP1_0023_matching_graph,212,50
57_215XP1_0023_matching_graph,212,50
58_995XP1_0023_matching_graph,212,50
59_814XP1_0023_matching_graph,212,50
76_273XP1_0030_matching_graph,172,49
61_375XP1_0035_matching_graph,167,49
62_643XP1_0035_matching_graph,167,49
63_761XP1_0035_matching_graph,167,49
64_863XP1_0035_matching_graph,167,49
66_1042XP1_0035_matching_graph,167,49
68_1220XP1_0035_matching_graph,167,49
70_1085XP1_0035_matching_graph,167,49
72_1123XP1_0035_matching_graph,167,49
73_1143XP1_0035_matching_graph,167,49
77_29XP1_0046_matching_graph,36,13
78_134XP1_0046_matching_graph,36,13
79_226XP1_0046_matching_graph,36,13
65_804XP1_0048_matching_graph,186,49
67_1186XP1_0048_matching_graph,186,49
69_1102XP1_0048_matching_graph,186,49
71_1119XP1_0048_matching_graph,186,49
74_825XP1_0049_matching_graph,181,48
75_1221XP1_0049_matching_graph,181,48
