,same class,different classes
24_165FP1_0000_matching_graph,44,22
52_11FP1_0000_matching_graph,22,11
13_373FP1_0005_matching_graph,81,10
14_240FP1_0005_matching_graph,81,10
15_119FP1_0005_matching_graph,81,10
16_206FP1_0005_matching_graph,81,10
53_157FP1_0007_matching_graph,201,42
54_269FP1_0007_matching_graph,201,42
55_384FP1_0007_matching_graph,201,42
56_257FP1_0007_matching_graph,201,42
57_279FP1_0007_matching_graph,201,42
58_251FP1_0007_matching_graph,201,42
59_290FP1_0007_matching_graph,201,42
60_363FP1_0007_matching_graph,201,42
0_471FP1_0008_matching_graph,196,48
1_339FP1_0008_matching_graph,196,48
25_262FP1_0008_matching_graph,23,27
26_279FP1_0008_matching_graph,23,27
27_235FP1_0008_matching_graph,23,27
28_431FP1_0008_matching_graph,23,27
2_569FP1_0008_matching_graph,196,48
30_524FP1_0008_matching_graph,23,27
32_314FP1_0008_matching_graph,23,27
33_415FP1_0008_matching_graph,23,27
34_447FP1_0008_matching_graph,23,27
35_478FP1_0008_matching_graph,23,27
36_503FP1_0008_matching_graph,23,27
37_363FP1_0008_matching_graph,23,27
38_388FP1_0008_matching_graph,23,27
39_439FP1_0008_matching_graph,23,27
40_466FP1_0008_matching_graph,23,27
41_513FP1_0008_matching_graph,23,27
42_572FP1_0008_matching_graph,23,27
44_380FP1_0008_matching_graph,23,27
46_401FP1_0008_matching_graph,23,27
61_63FP1_0015_matching_graph,187,44
62_485FP1_0015_matching_graph,187,44
63_618FP1_0015_matching_graph,187,44
45_731FP1_0017_matching_graph,333,48
69_339FP1_0020_matching_graph,8,3
70_601FP1_0020_matching_graph,8,3
72_619FP1_0020_matching_graph,8,3
74_665FP1_0020_matching_graph,8,3
75_723FP1_0020_matching_graph,8,3
76_837FP1_0020_matching_graph,8,3
77_862FP1_0020_matching_graph,8,3
78_802FP1_0020_matching_graph,8,3
79_853FP1_0020_matching_graph,8,3
29_786FP1_0021_matching_graph,10,15
31_868FP1_0021_matching_graph,10,15
3_239FP1_0021_matching_graph,27,20
4_639FP1_0021_matching_graph,27,20
5_743FP1_0021_matching_graph,27,20
6_949FP1_0021_matching_graph,27,20
7_758FP1_0021_matching_graph,27,20
10_68FP1_0026_matching_graph,179,47
11_927FP1_0026_matching_graph,179,47
12_931FP1_0026_matching_graph,179,47
66_813FP1_0026_matching_graph,29,28
67_951FP1_0026_matching_graph,29,28
71_241FP1_0032_matching_graph,12,2
73_655FP1_0032_matching_graph,12,2
17_903FP1_0035_matching_graph,87,12
18_893FP1_0035_matching_graph,87,12
19_1054FP1_0035_matching_graph,87,12
68_137FP1_0036_matching_graph,168,46
20_106FP1_0037_matching_graph,192,45
21_500FP1_0037_matching_graph,192,45
22_912FP1_0037_matching_graph,192,45
23_1134FP1_0037_matching_graph,192,45
43_215FP1_0040_matching_graph,159,47
47_526FP1_0040_matching_graph,159,47
48_671FP1_0040_matching_graph,159,47
49_908FP1_0040_matching_graph,159,47
50_1009FP1_0040_matching_graph,159,47
51_1054FP1_0040_matching_graph,159,47
8_627FP1_0042_matching_graph,32,14
9_1058FP1_0042_matching_graph,32,14
64_703FP1_0047_matching_graph,56,41
65_1213FP1_0047_matching_graph,56,41
