,same class,different classes
14_194HP1_0000_matching_graph,500,49
38_53HP1_0000_matching_graph,117,46
39_50HP1_0000_matching_graph,117,46
40_74HP1_0000_matching_graph,117,46
41_119HP1_0000_matching_graph,117,46
33_168HP1_0003_matching_graph,132,48
77_292HP1_0004_matching_graph,447,45
27_157HP1_0006_matching_graph,479,48
28_128HP1_0006_matching_graph,479,48
4_61HP1_0007_matching_graph,507,49
42_586HP1_0012_matching_graph,447,41
43_610HP1_0012_matching_graph,447,41
44_664HP1_0012_matching_graph,447,41
79_601HP1_0015_matching_graph,138,44
78_331HP1_0017_matching_graph,41,10
10_687HP1_0019_matching_graph,124,46
11_736HP1_0019_matching_graph,124,46
7_345HP1_0019_matching_graph,124,46
8_835HP1_0019_matching_graph,124,46
9_715HP1_0019_matching_graph,124,46
76_354HP1_0021_matching_graph,67,18
64_1004HP1_0022_matching_graph,38,11
5_490HP1_0025_matching_graph,511,49
61_658HP1_0025_matching_graph,26,2
73_742HP1_0025_matching_graph,142,40
74_1102HP1_0025_matching_graph,142,40
75_1127HP1_0025_matching_graph,142,40
0_129HP1_0027_matching_graph,507,49
1_1021HP1_0027_matching_graph,507,49
29_175HP1_0027_matching_graph,145,17
30_552HP1_0027_matching_graph,145,17
31_457HP1_0027_matching_graph,145,17
32_664HP1_0027_matching_graph,145,17
34_599HP1_0027_matching_graph,145,17
35_835HP1_0027_matching_graph,145,17
36_828HP1_0027_matching_graph,145,17
37_841HP1_0027_matching_graph,145,17
45_466HP1_0027_matching_graph,148,44
46_668HP1_0027_matching_graph,148,44
47_880HP1_0027_matching_graph,148,44
48_983HP1_0027_matching_graph,148,44
49_1000HP1_0027_matching_graph,148,44
50_1043HP1_0027_matching_graph,148,44
51_837HP1_0027_matching_graph,148,44
52_1028HP1_0027_matching_graph,148,44
54_342HP1_0030_matching_graph,86,39
55_698HP1_0030_matching_graph,86,39
56_1214HP1_0030_matching_graph,86,39
57_1183HP1_0030_matching_graph,86,39
62_188HP1_0030_matching_graph,66,14
63_864HP1_0030_matching_graph,66,14
66_771HP1_0030_matching_graph,138,41
15_244HP1_0031_matching_graph,474,49
16_379HP1_0031_matching_graph,474,49
17_720HP1_0031_matching_graph,474,49
18_1223HP1_0031_matching_graph,474,49
12_882HP1_0032_matching_graph,172,50
13_1190HP1_0032_matching_graph,172,50
22_303HP1_0032_matching_graph,89,44
23_347HP1_0032_matching_graph,89,44
24_602HP1_0032_matching_graph,89,44
25_1149HP1_0032_matching_graph,89,44
26_1130HP1_0032_matching_graph,89,44
65_714HP1_0032_matching_graph,59,19
58_323HP1_0038_matching_graph,458,46
59_856HP1_0038_matching_graph,458,46
60_1112HP1_0038_matching_graph,458,46
19_339HP1_0040_matching_graph,117,47
20_1152HP1_0040_matching_graph,117,47
21_1029HP1_0040_matching_graph,117,47
71_637HP1_0040_matching_graph,62,27
6_898HP1_0041_matching_graph,514,48
2_634HP1_0043_matching_graph,502,50
3_917HP1_0043_matching_graph,502,50
53_406HP1_0043_matching_graph,71,10
70_320HP1_0044_matching_graph,65,13
72_1029HP1_0044_matching_graph,65,13
67_455HP1_0049_matching_graph,57,11
68_601HP1_0049_matching_graph,57,11
69_1060HP1_0049_matching_graph,57,11
