,same class,different classes
63_235EP1_0000_matching_graph,167,42
64_44EP1_0000_matching_graph,167,42
62_160EP1_0002_matching_graph,56,38
22_249EP1_0003_matching_graph,55,41
3_259EP1_0007_matching_graph,27,11
77_307EP1_0007_matching_graph,0,2
10_617EP1_0010_matching_graph,54,42
11_572EP1_0010_matching_graph,54,42
12_634EP1_0010_matching_graph,54,42
13_462EP1_0010_matching_graph,54,42
15_554EP1_0010_matching_graph,54,42
17_422EP1_0010_matching_graph,54,42
18_476EP1_0010_matching_graph,54,42
19_596EP1_0010_matching_graph,54,42
36_249EP1_0010_matching_graph,193,43
5_61EP1_0010_matching_graph,54,42
6_294EP1_0010_matching_graph,54,42
7_229EP1_0010_matching_graph,54,42
8_563EP1_0010_matching_graph,54,42
9_562EP1_0010_matching_graph,54,42
23_55EP1_0014_matching_graph,11,4
24_131EP1_0014_matching_graph,11,4
26_425EP1_0014_matching_graph,11,4
28_482EP1_0014_matching_graph,11,4
30_517EP1_0014_matching_graph,11,4
32_631EP1_0014_matching_graph,11,4
33_686EP1_0014_matching_graph,11,4
34_493EP1_0014_matching_graph,11,4
73_509EP1_0014_matching_graph,8,9
74_651EP1_0014_matching_graph,8,9
0_456EP1_0015_matching_graph,58,46
20_164EP1_0015_matching_graph,8,12
21_617EP1_0015_matching_graph,8,12
76_314EP1_0015_matching_graph,0,7
79_67EP1_0015_matching_graph,0,7
25_274EP1_0017_matching_graph,9,11
27_171EP1_0017_matching_graph,9,11
29_642EP1_0017_matching_graph,9,11
2_676EP1_0017_matching_graph,136,48
31_827EP1_0017_matching_graph,9,11
37_886EP1_0017_matching_graph,63,45
38_918EP1_0017_matching_graph,183,50
65_143EP1_0017_matching_graph,15,35
45_855EP1_0018_matching_graph,136,23
46_606EP1_0022_matching_graph,44,34
49_102EP1_0022_matching_graph,11,8
51_503EP1_0022_matching_graph,11,8
53_830EP1_0022_matching_graph,11,8
56_851EP1_0022_matching_graph,11,8
58_956EP1_0022_matching_graph,11,8
59_933EP1_0022_matching_graph,11,8
60_797EP1_0022_matching_graph,11,8
75_761EP1_0022_matching_graph,13,9
35_368EP1_0024_matching_graph,57,43
55_167EP1_0024_matching_graph,184,43
57_863EP1_0024_matching_graph,184,43
68_844EP1_0024_matching_graph,5,2
70_957EP1_0024_matching_graph,5,2
72_956EP1_0024_matching_graph,5,2
47_184EP1_0030_matching_graph,35,34
50_233EP1_0030_matching_graph,35,34
52_604EP1_0030_matching_graph,35,34
54_1016EP1_0030_matching_graph,35,34
78_287EP1_0035_matching_graph,2,3
14_604EP1_0037_matching_graph,12,11
16_493EP1_0037_matching_graph,12,11
71_763EP1_0037_matching_graph,32,12
1_1025EP1_0041_matching_graph,205,46
39_1045EP1_0041_matching_graph,48,38
40_1164EP1_0041_matching_graph,48,38
41_1147EP1_0041_matching_graph,48,38
42_1116EP1_0041_matching_graph,48,38
43_746EP1_0043_matching_graph,41,4
48_831EP1_0043_matching_graph,26,13
61_918EP1_0044_matching_graph,11,13
44_676EP1_0047_matching_graph,142,44
4_711EP1_0049_matching_graph,65,47
66_459EP1_0049_matching_graph,6,10
67_1106EP1_0049_matching_graph,6,10
69_1160EP1_0049_matching_graph,6,10
